output_Ph,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_feed_%,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glycerol_gl,poly_output_feed_% input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.4088601592760197,0.9026085556079114,-1.6676944699204526,1.7049229254052367,-1.394747772470578,0.0,2.781204845003259,-2.8432905343389137,2.3260131470830525,-4.443960810861403,-0.0,-2.8747192926965415,0.3011505409972762,-2.3779374524429753,4.54316471193998,-0.0,-1.686128592595035,0.17663586811450543,-3.7166306860699323,-0.0,-1.394747772470578,0.0,2.6647331936486993,0.17857639804487055
0.6641901997855697,1.4997071574396301,-1.6676944699204526,1.5962595583176975,-1.394747772470578,0.25881904510252074,2.781204845003259,-2.6620732379640883,2.3260131470830525,-4.535385720854532,-0.431631090227566,-2.691498882482591,0.2800236501711257,-2.226379463248477,4.341114597517957,-0.43640219225550414,-1.6286751540319828,0.16944742743284644,-3.7930923472801683,-0.36098728662970286,-1.3472228945884803,0.7038724554259445,2.6268877656978846,0.19231702193591532
0.8076123024677119,1.3331712043526516,-1.6676944699204526,1.4510009764694558,-1.394747772470578,0.49999999999999994,2.781204845003259,-2.4198263043072883,2.3260131470830525,-4.486307451534588,-0.8338472349602262,-2.4465742343084647,0.2537099685644778,-2.023780379783407,3.9033747549869773,-0.8430642962975173,-1.4602301952346024,0.15142600283068405,-3.752046575380494,-0.6973738862352888,-1.2078870028312787,1.3450627595319005,2.3297170388780515,0.20695770648392378
0.8422858263305658,1.353760811312368,-0.7506256776991984,1.0618491146961575,-1.394747772470578,0.7071067811865476,0.5634389080213809,-0.7970512113330971,1.046933491930175,-1.4128057507739826,-0.530772506833851,-1.790414153310916,0.1865547955916454,-1.481011687422321,1.9985814238267638,-1.1922729617764787,-1.1922729617764787,0.12423060790842139,-2.6251535650440205,-0.9862356079587776,-0.9862356079587776,1.3308957534383337,1.3308957534383337,0.2126384571789773
0.8013068219892162,1.1607111110301962,-0.9040207176780733,0.6786677675979992,-0.469682352381007,0.8660254037844386,0.8172534579911788,-0.6135297223289191,0.4246025772802037,0.4665345851069359,-0.7829049070566514,-1.1548351958835934,0.11763431958751097,-0.3187582735705948,-0.35023753238201094,-1.473646848382488,-0.8508104046040733,0.08666561549243214,0.24238721205740515,-0.4067568488711865,-0.23484117619050354,-0.44692648580484995,-0.25803312688740365,0.2119063662499747
0.5444037207444783,-0.8515647841725466,-0.6302451142402885,0.6247984622583952,-0.023683203900242405,0.9659258262890683,0.3972089040237543,-0.3937761782231989,0.01492622354768432,0.3253073973173659,-0.608770032737199,-1.05349055182329,0.10811717913357197,-0.014797229378223482,-0.32249605274635884,-1.6286751540319828,-0.43640219225550414,0.044786898100521506,0.012224325499470641,-0.02287621829651413,-0.006129664218429034,-0.49857239580586693,-0.1335920708246321,0.2119063662499747
0.5050021896508979,-0.8515647841725466,-0.014830816740345448,0.3464737180037754,0.672555214138973,1.0,0.00021995312518571078,-0.005138488217060121,-0.009974543128658898,0.007655076231266383,-0.014830816740345448,-0.5846314787608513,0.06281924030602376,0.23302270560555532,-0.17883591779770142,-1.687376122290698,-1.0332198835604881e-16,1.1102051550819518e-17,-0.34714618379470336,0.672555214138973,4.11821295122578e-17,-0.516160125587802,-3.160569228242988e-17,0.2119063662499747
0.5554394147099909,0.3075061314642332,0.30712146724879597,0.08610540886235674,2.141837492438652,0.9659258262890683,0.09432359564505326,0.02644481950786448,0.6578042732862407,-0.15843736495902774,0.29665655702340427,-0.14658289577265457,0.015042468192245065,0.18442379300315503,-0.044419930039667384,-1.6443590082172501,0.4406046683186538,-0.04521524611450927,-1.104927934580131,2.0688561496607107,-0.5543483345577491,-0.4983003761802701,0.13351918338562796,0.06100392039625063
0.24652823392726259,1.0158272465755986,0.7995874086716095,-0.24608864073186715,0.7138392684900507,0.8660254037844387,0.6393400241061794,-0.19676937854631235,0.570776890899997,-0.4125650198389635,0.6924630084557836,0.40696066024020927,-0.04229657389450689,-0.17566773528374696,0.12697494213216617,-1.4321598472028545,0.8268578733051409,-0.08593768035923344,-0.3683213477006892,0.6182029407312846,-0.3569196342450252,-0.44684519043009724,0.2579861909809061,0.11044122485952032
0.815493049937686,-0.8515647841725466,0.7167455277742895,-0.7398906063449023,0.8720382661161209,0.7071067811865476,0.5137241515844447,-0.5303132831399161,0.6250295272867753,-0.3698881794283246,0.506815623074331,1.247550706750617,-0.120823331312853,-0.645212921472614,0.3818325734195843,-1.1922729617764787,1.1922729617764785,-0.11546976832010417,-0.4500295211428249,0.6166241714248683,-0.6166241714248681,-0.36491394758570395,0.3649139475857039,0.2119063662499747
