output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_gasflow,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow^2,poly_output_gasflow output_glucose_gl,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.578139068596901,-1.305440888612527,-1.625219549018543,1.3417214108025486,0.2690854654436808,-1.3066485063051545,0.0,2.6413385825120366,-2.1805918661730415,2.123590696143016,-3.328610799791089,-0.0,-1.625219549018543,0.36103773032155584,0.015819568115791258,1.3417214108025486,0.07240698771304233,-0.10732076199022038,0.0,0.0,0.011790501357751164,0.0,2.048099164079838,0.15906953621393222
1.0402047384699566,-1.305440888612527,-1.625219549018543,0.739147628915385,0.2690854654436808,-1.3066485063051545,0.25881904510252074,2.6413385825120366,-1.2012771761239873,2.123590696143016,-2.6639112360918364,-0.4206377717589287,-1.5698415357868831,0.19889388375828942,0.00643544340151591,0.7139617842096989,0.07240698771304233,-0.11542353176030405,0.0696444432171008,0.0022534271244781866,0.00840990451970643,0.4242325061740309,1.583257267263761,0.18399593885635687
1.2618817204374915,-1.305440888612527,-1.622106637052303,0.7430155273566391,0.2690854654436808,-1.3066485063051545,0.49999999999999994,2.631229941969132,-1.2052504183581212,2.119523214372069,-3.4793851091405235,-0.8110533185261514,-1.4047855553346387,0.19993467901064316,0.011154489956213275,0.6434703220971411,0.07240698771304233,-0.12101003310911848,0.13454273272184036,0.007506229375782105,0.013001170652120626,1.07248963467139,1.8576065378418316,0.20223777532499534
0.9077745479992112,-1.305440888612527,-1.111528037099389,0.9758044351028091,0.2690854654436808,-1.3066485063051545,0.7071067811865476,1.2354945772580206,-1.0846339883427034,1.4523764493922169,-2.1023657926386385,-0.7859690125119504,-0.7859690125119504,0.2625747906016474,0.01903126652360937,0.6899979331731048,0.07240698771304233,-0.12110010287798932,0.1902721573339651,0.013790814152217801,0.013790814152217801,1.33743554718493,1.33743554718493,0.20253894520760485
0.45579091858027254,-1.305440888612527,-1.0938271651344942,0.7748890779861336,0.2690854654436808,-1.3066485063051545,0.8660254037844386,1.196457867186164,-0.8475947234672545,1.4292476314789884,0.10673196079267455,-0.9472821123559881,-0.5469135825672472,0.20851138821712342,0.00974730904225889,0.3874445389930669,0.07240698771304233,-0.12101003310911848,0.23303484886338724,0.01089371045346573,0.006289486662782281,-0.08450383423309438,-0.04878831144203257,0.20223777532499534
0.5277618748483938,-1.305440888612527,-1.0111824043052957,0.6617379732514282,0.26914560627797934,-1.3066485063051545,0.8898149277675999,1.0224898547766386,-0.6691377948124927,1.3212599781875696,0.08307714938529993,-0.8997651980467847,-0.4614243634231606,0.17810386800791694,0.007893562075101907,0.3019653247133482,0.07243935737874108,-0.12103707895619789,0.23948977820920705,0.010614185148200892,0.005443246344597452,-0.07310578918766458,-0.03749066124328129,0.20223777532499534
0.5004143143287075,-1.305440888612527,-1.0148446536773428,0.506978963235518,0.2690854654436808,-1.3066485063051545,0.9135454576426009,1.0299096710974858,-0.5145048903664476,1.3260452508592717,0.17989273337043968,-0.9271067235798149,-0.41277450768014545,0.1364206702923841,0.003982677074378076,0.20620692161646414,0.07240698771304233,-0.12101003310911848,0.2458218046737196,0.007176543435521621,0.003195202998856897,-0.16193630112547908,-0.07209868645382426,0.20223777532499534
0.5018543111031785,-1.305440888612527,-1.0148446536773428,0.6772267959627339,0.2690854654436808,-1.3066485063051545,0.915135660599092,1.0299096710974858,-0.6872799932098173,1.3260452508592717,0.09980503082029242,-0.9287205325484719,-0.4091305947009692,0.1822318876025649,0.005970594910830245,0.27302129520579566,0.07240698771304233,-0.12101003310911848,0.24624970517641695,0.008068056890933886,0.0035542327300670004,-0.08999913679387615,-0.0396474494410197,0.20223777532499534
0.5018543111031785,-0.2728690802787719,-0.8256284361215708,0.577617643008992,0.2690854654436808,-0.27397752664781094,0.9659258262890683,0.6816623145325507,-0.47689755127374184,0.22620363685868813,0.44147498058531925,-0.7974958293684795,-0.2136883634464725,0.15542851231755644,0.0043311733652548765,0.149498446797956,0.07240698771304233,-0.12101003310911848,0.2599166005510659,0.007242840072961369,0.0019407131484577725,-0.5164939417675705,-0.13839413459218783,0.20223777532499534
0.4831384791000011,0.23178876298344608,-0.5387522353112068,0.17704464185453475,0.26908380638617674,0.23072878548201683,1.0,0.2902539710528219,-0.09538319654900262,-0.12430564892907647,0.2880265410760778,-0.5387522353112068,-3.298906002536755e-17,0.047639846130495635,0.0013359098745258698,1.0840857697667275e-17,0.07240609485927345,-0.1210092870167825,0.26908380638617674,0.007545610307842549,4.620353755556326e-19,-0.5346178116731174,-3.273589959163229e-17,0.20223777532499534
0.4932143304562143,0.993426752238637,-0.18473479601331066,0.08486977922329397,0.27976357426434645,0.9924399247562959,0.9659258262890683,0.0341269448580795,-0.015678401352509922,-0.1833381870553197,0.09832772844912105,-0.1784401104834996,0.047812883501374,0.02374347278253469,0.0007942883497949266,-0.021965915216634692,0.07826765748516248,-0.029354412135990764,0.270230861636872,0.009040009737375012,-0.002422263308699119,-0.5141277896693647,0.13776012604830432,0.011009419976737572
0.6285203884106761,0.7759820133215063,0.2425276307255294,-0.4061551899337828,0.31426865210504007,0.7749743017879138,0.8660254037844387,0.05881965166533876,-0.09850385592151774,0.18795268128579415,-0.12891405300686096,0.21003508932795986,-0.12126381536276465,-0.12764184408595647,-0.00205174112808265,0.20307759496689132,0.0987647856959187,0.09415960455180818,0.27216463633605864,0.004374830072216006,-0.0025258093198527796,-0.46033041462027247,0.2657718887971862,0.08976915270843615
0.6040548844726138,0.7759820133215063,0.6881013043246055,-0.8584150299468799,0.2762563267138457,0.7749743017879138,0.7071067811865476,0.47348340501322334,-0.5906765017582933,0.533260827878314,-0.3679042642596122,0.4865610984312368,-0.48656109843123674,-0.2371425829690809,-0.013963041074337367,0.606991088747892,0.07631755804942705,-0.12423483069635632,0.19534272196504668,0.011501850136828601,-0.0115018501368286,-0.3780658435762783,0.37806584357627826,0.20223777532499534
0.7580726483650311,0.7759820133215063,0.8284875302530815,-1.0014152841224495,0.29100327404803417,0.7749743017879138,0.49999999999999994,0.6863915877848507,-0.8296600755002961,0.642056545297875,-0.44232728442975566,0.4142437651265407,-0.7174912479177973,-0.2914151263613752,-0.00798990010046667,0.8672510757880527,0.08468290550667527,-0.13086665892322155,0.14550163702401706,0.003989304051549552,-0.0069096773041241975,-0.26694866746795576,0.46236865506730856,0.20223777532499534
0.5551135614333519,0.7759820133215063,0.9810812540883815,-1.0014152841224495,0.30543458569325593,0.7749743017879138,1.2246467991473532e-16,0.9625204271236315,-0.9824697628101257,0.7603127598843543,-0.5211577743554191,1.2014780175228075e-16,-0.9810812540883815,-0.30586686241283456,-0.006283860101421484,1.0014152841224495,0.09329028613761091,0.054322454125017676,3.7404948771814387e-17,7.684633220112309e-19,-0.00627497922295853,-6.505416320569374e-17,0.5312075551170099,0.031631685830738956
0.45723091535478577,0.7759820133215063,0.9688737561815576,-1.0014152841224495,0.30290244918713205,0.7749743017879138,-0.4999999999999997,0.9387163554173603,-0.9702449878253393,0.750852262717436,-0.5134165674335266,-0.4844368780907785,-0.8390692859132793,-0.30333114221411767,-0.01524956420303945,0.8672510757880528,0.09174989372356311,0.33464411663438826,-0.15145122459356594,-0.007614006119550487,-0.013187845448201806,0.2649553484950195,0.45891612533049225,1.2205647358613751
0.7393609424270794,0.14806672446989838,1.0543262415293255,-1.0014152841224495,0.2725483332061027,0.14699870605034024,-0.8660254037844385,1.1116038235773538,-1.055818412718844,0.15498459325972935,-0.5581923418167285,-0.9130733090409635,-0.5271631207646632,-0.2729340665346894,-0.013761276257190282,0.5007076420612252,0.07428259393342479,0.1679652144507941,-0.2360337803155908,-0.011900771853772881,-0.006870913833340102,0.45850015789232146,0.26471518958261797,0.3797970933915733
0.5292018716228686,0.14806672446989838,0.8467987771133175,-1.0014152841224495,0.28237824888098706,0.14699870605034024,-1.0,0.71706816892061,-0.8479972379774756,0.12447832452066815,-0.4495411952837704,-0.8467987771133175,-1.555544117870576e-16,-0.2827778943331534,-0.01566802684444059,1.8395700334766926e-16,0.07973747544109266,0.13917090235352034,-0.28237824888098706,-0.015645883473978172,-2.8741021674359757e-18,0.5308713326396471,9.751948174143505e-17,0.2429038536114918
0.5623094192405771,0.14806672446989838,0.8284875302530815,-1.0014152841224495,0.6719477614214217,0.14699870605034024,-0.8660254037844386,0.6863915877848507,-0.8296600755002961,0.1217865949260451,-0.4405763601847591,-0.7174912479177972,0.4142437651265409,-0.6728987584192769,-0.011962454948422588,-0.5007076420612249,0.4515137940792598,0.33904500913855246,-0.5819238314070363,-0.010345148552470134,0.005972774301575301,0.4605383983393576,-0.2658919682533873,0.25459137623065015
0.4831384791000011,0.14806672446989838,0.9810812540883815,-1.0014152841224495,0.3991713343229064,0.14699870605034024,-0.5000000000000004,0.9625204271236315,-0.9824697628101257,0.14421767488123716,-0.5206865435414995,-0.4905406270441912,0.8496412892172338,-0.3997362751745106,-0.013761276257190282,-0.8672510757880524,0.15933775414512952,0.23446270996201443,-0.19958566716145337,-0.006870913833340102,0.01190077185377288,0.2653636186461032,-0.4596232699753821,0.34500776452930854
0.582461121953042,0.14806672446989838,0.7430350449053135,-1.0014152841224495,0.21092637532710218,0.14699870605034024,-2.4492935982947064e-16,0.5521010779574412,-0.7440866506067915,0.10922519015113753,-0.3939563543197131,-1.819910978795204e-16,0.7430350449053135,-0.21122489607710845,-0.01582329352574467,-1.0014152841224495,0.04448993580862958,0.1449413275230626,-5.166206208001779e-17,-3.870111845806974e-18,0.015800930719377607,1.298612741429653e-16,-0.5301988876849217,0.47219642020865427
