output_Ph,output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_gasflow,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow input_Timepoint (hr)_sin,poly_output_gasflow input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
-1.4035588238510197,-1.319115580540863,-0.29802831364352933,-1.6487350685338684,1.4942212503303,-1.320324852384587,0.0,2.71832732621338,2.176865885983272,-3.0533123588809636,0.6194258334187606,-0.0,-1.6487350685338684,0.7334271789168151,0.02821289121011561,2.7671663553521073,1.4942212503303,0.0,0.4908424229374932,0.018881334476992015,0.49604289838942345,-1.320324852384587,0.0,1.8519120610421118
-1.1679271076077873,-1.319115580540863,-0.12498647311670522,-1.6487350685338684,1.364580212821234,-1.320324852384587,0.25881904510252074,2.71832732621338,2.176865885983272,-2.25984685434364,0.6537091574153547,-0.4267240360649749,-1.5925557834053405,0.6697938579537347,-0.0011184205770361515,1.870368599720419,1.3180832696070632,0.1270393672004896,0.47411737295362644,-0.0007916803349938847,0.523497354571585,-1.2753358740095744,0.3547516008374036,1.3239509983915843
-1.1231244602391435,-1.319115580540863,0.4560377474721446,-1.6487350685338684,1.6056341670245557,-1.320324852384587,0.49999999999999994,2.71832732621338,2.176865885983272,-2.3936554373260317,0.6694042240950696,-0.8243675342669341,-1.4278464534606077,0.7881133648935565,-0.005508139430396617,2.331080976928848,1.390519977827532,0.24542121146874657,0.4250820075189748,-0.00297090630747475,0.5360661335055397,-1.1434348634129914,0.725906630788954,1.257307166077611
-1.1712457417349431,-1.319115580540863,0.8215302405859963,-1.1753191516372004,1.6225411507773737,-1.320324852384587,0.7071067811865476,1.3813751082051884,1.5518030853901645,-1.5982940309847689,0.4844268751298078,-0.8310761421810846,-0.8310761421810846,0.7964120297633546,0.0006722568323179766,2.2064626724598275,1.1473098504689054,0.34707800575313685,0.34707800575313685,0.00029297091454554556,0.5441933295360131,-0.9336106564902689,0.9615809851009501,0.9615809851009501
-1.096571040615066,-1.319115580540863,0.8660910429649122,-1.094092234629607,1.5691243657843106,-1.320324852384587,0.8660254037844386,1.1970378178768069,1.4445571681824587,-0.9373594514445491,0.450962541460533,-0.9475116692725241,-0.5470461173148036,0.7701928055918283,0.0033703694156196535,1.3443414624524708,0.7845621828921555,0.42508200751897474,0.24542121146874665,0.0010739650371610315,0.5442110200027408,-0.6601624261922936,0.7419640426414724,0.4283731397480772
-1.7852147882969536,-1.319115580540863,0.8490300710732805,-1.011275031596262,2.1894160695941314,-1.320324852384587,0.9659258262890683,1.0226771895300206,1.335211556812553,-0.1596709560225984,0.32061936547359315,-0.976816670500123,-0.261737238013766,1.0167713390412598,-0.017803568715573564,0.3456885081119084,0.5666625764644672,0.4485788285972229,0.12019633486432489,-0.0021046263057875807,0.41860196599768057,-0.34172521751930546,0.15251073675481414,0.04086512875052798
-1.2973581851745195,-0.4374266570021248,0.35538162537332363,-0.9820382346613012,1.9251886571952899,-0.4385603620431475,0.9807852804032304,0.964399094336685,0.43068304373327376,0.505651537693081,0.4049280812109969,-0.9631686453489777,-0.19158615543222346,0.9449606345158638,0.03469422179074597,-0.9912797389154826,0.3755856750740268,0.4814091738125391,0.09575823844133745,0.0035157629232640004,0.18083349469440962,-0.08555888225450747,-0.505006391480957,-0.10045201687133556
-1.8565665086830256,-0.01375795348351031,-0.6511795956148814,-0.41932164093399454,1.5966897120507844,-0.01485534720375456,0.9978589232386035,0.17583063855557785,0.006229168566122589,0.21788157186418514,0.16546484117598337,-0.4184238411130401,0.027424947471001725,0.7837200358444707,-0.008793612414379417,-0.8296477698267887,-0.10442850357769749,0.48978960983210096,-0.032102507079320386,0.00036020133705173867,0.005861938487620907,0.0009715861929258051,-0.51849236831579,0.03398378526269083
-1.9212809608147863,0.6480812644455684,-0.6571996986112222,-0.15631279821362354,0.8602450660067166,0.6470405948967025,0.9469301294951057,0.02443369088537299,-0.10114072594611119,0.08105174530408592,0.06530203480104542,-0.14801729825416887,0.05024510227782814,0.3361936253949487,0.001337512411418337,-0.44605665553875357,-0.27651671404688194,0.3700711411324528,-0.12562222493984054,-0.0004997753446682317,-0.27031099134882614,-0.20798438285303564,-0.49100483488058483,0.16667368232272314
-1.7752610592186935,1.6122138275879287,-0.6150589776368357,0.3207730095117007,0.49246907307319415,1.6112557908285103,0.8314696123025451,0.10289532363119361,0.5168473691172165,-0.16595081414620838,0.10143243003451187,0.26671300985581436,-0.17821193564081464,0.2996302066431698,0.0011733127423273594,-0.25477718260252846,-0.27360115768222204,0.5058864106877631,-0.33802249283523267,-0.001323651919077558,0.5094991954581936,-0.895165755164779,-0.43015794660992657,0.28742235085598333
-1.999274296061819,0.7305249040491908,-0.5644901124675719,0.3207730095117007,0.3050104358983407,0.7294913004870707,0.659345815100069,0.10289532363119361,0.234001119869842,-0.1463767146495036,0.5366413020230176,0.21150034141859445,-0.24116991771572918,0.16002813360585683,0.001250805059327237,-0.13918385966629646,-0.2293189874048874,0.3459353116247601,-0.39446362157112663,-0.0030831897021115547,1.2204117855918497,-0.548460598915788,-0.3008759196391388,0.34308323237361926
-1.3570957727671258,0.7305249040491908,0.7189958463523163,0.828441240809161,-0.5876497411247719,0.7294913004870707,0.4422886902190017,0.6863148894734223,0.6043406781349974,-0.42718806575431223,0.3143385843686362,0.3664101913208884,-0.7430063668432542,0.478458345342977,-0.0001695081625150155,0.30302324882681964,0.5270470343835486,-0.3601068801307697,0.7302245161813795,-0.000258703849909008,0.2767936353341977,-0.654260862592085,-0.22806741235518438,0.4624749623870723
-1.562855435259129,0.7305249040491908,2.0855592265217093,0.9691203892409874,-0.9813128791919644,0.7294913004870707,0.19509032201612816,0.939194328842603,0.706964893075944,-0.43288670224920844,-0.09870053880771634,0.1890660088094197,-0.9504990127062096,0.8593269345380558,0.0014031776740102326,0.43833284374584824,0.9624572273815922,-0.1708388546925069,0.8588649209851896,0.0014024232613688782,-0.07429539736544674,-0.7154743296999289,-0.08714294640363564,0.4380971759152038
-1.6989281276868664,0.7305249040491908,-0.06361754317200573,1.0425182058141143,-0.9973807623783804,0.7294913004870707,1.2246467991473532e-16,1.08684420945388,0.7605079617407858,-0.5377736522839901,0.1522805848157701,1.2767165838030966e-16,-1.0425182058141143,0.8153696050957603,-0.002298281477418475,0.5144899075245967,0.9973807623783804,-1.0011620583310832e-16,0.8175108602971332,-0.0023043170312789397,0.10655675961978851,-0.7294913004870707,-6.317230512258301e-17,0.5158410177249966
-1.8051287663633262,0.11219760702202368,-0.3754588783824664,0.8406742102380156,-1.000951403086473,0.11111100855930817,-0.4999999999999997,0.7067331277593112,0.09340815936934578,-0.4336542401843357,2.6932866027414915,-0.42033710511900757,-0.7280452223725417,0.6362529590722505,0.0029317111432186783,0.5163317904613896,0.8668493430265634,0.3178241007057581,0.550487490292261,0.002536523070706914,0.35596880114254215,-0.0962249560524711,0.2579205088624981,0.44673142566386603
-1.688970052002006,-0.10536199748753505,0.6383264662013477,1.0547511752429688,-1.001844063263496,-0.10646724230416393,-0.8660254037844385,1.112500041676424,-0.11229644894519483,-0.5436373013736996,4.115700558957332,-0.9134413124319031,-0.5273755876214848,-0.5006764722539845,-0.002260799464386641,0.5163680455955573,0.5009220316317484,-0.43280043267081175,-0.24987744630787995,-0.0011283190405012302,-0.41544138460993324,0.053233621152082015,0.4463647204052539,0.25770879148272563
-1.748707639594616,-0.28742503494553423,1.838735003671731,1.011935782241978,-1.001844063263496,-0.28854588381622737,-1.0,1.0240140273816842,-0.291989904652277,-0.4511068948603458,4.367074895586911,-1.011935782241978,-1.8588958749979672e-16,-0.49174567810233644,-0.001307372672954612,0.44660814692389056,1.840357687980628e-16,-0.4908405370996364,-9.01659438976256e-17,-2.397184079742587e-19,-1.2452385888035173,5.3005018953403034e-17,0.44578608917346824,8.188957608160566e-17
-1.9594485132323256,-0.44200685920232596,2.4925181890743566,0.8957225726678606,-1.0072000243256347,-0.443140956798168,-0.8660254037844386,0.8023189271867308,-0.3969313578777523,-0.37662814278384316,3.9273722985442534,-0.7757185026735202,0.4478612863339304,-0.4943746009067614,-0.004649026361165813,0.42350152396378987,-0.5036000121628175,-0.4250803743354833,0.24542026854981824,0.0023078962712885873,-1.9429894603369162,-0.22157047839908406,0.36414125241868456,-0.21023705010697508
-1.7039049922259724,-0.5736876724581115,3.405165803319643,1.0241687516708327,-1.0116633252107503,-0.5748330560050064,-0.5000000000000004,1.0489216318989918,-0.5887260533877773,-0.4635952516574937,4.224400418993317,-0.5120843758354168,0.8869561567091371,-0.4965653699104488,-0.011893308434025373,0.457934606068192,-0.8761261397095477,-0.2454202685498184,0.4250803743354832,0.01018116104660017,-2.3710203993992,-0.4978200294353784,0.2263275709697172,-0.39201085207320063
-1.6342115022518502,-1.319115580540863,7.212278938205653,1.1770808695315134,-1.009878004856704,-1.320324852384587,-2.4492935982947064e-16,1.3855193734170637,-1.5541291253089167,-0.3330572684579128,4.015450107110051,-2.883016638418702e-16,1.1770808695315134,-0.4956909667751461,0.0058622598548695014,0.28574690021694876,-1.009878004856704,-1.2022172042722648e-16,0.4908424229374932,-0.005804918838391101,-4.504107327848992,-1.320324852384587,6.93032277233563e-17,-0.2829518999747842
0.5014023642514294,-1.319115580540863,-0.5584700094712309,-1.6487350685338684,0.6067295757321527,-1.320324852384587,0.0,2.71832732621338,2.176865885983272,-2.8201363586229506,0.6162882910256924,-0.0,-1.6487350685338684,0.30380691265723153,0.004488233890778992,1.0378017481581652,0.6067295757321527,0.0,0.5007287015646495,0.007397420647185281,0.4935303205495757,-1.320324852384587,0.0,1.7104848513537998
0.9115996253767181,-1.319115580540863,0.032704104769449266,-1.6487350685338684,0.6737951348318995,-1.320324852384587,0.25881904510252074,2.71832732621338,2.176865885983272,-2.6396305194345318,0.6445328103921634,-0.4267240360649749,-1.5925557834053405,0.330726601210198,0.0023525968399248087,1.0787483299729739,0.6508361223620567,0.12703912315511295,0.4741164621638814,0.0033725889800263337,0.5161488367532561,-1.2753358740095744,0.41437018202750886,1.5464505724682274
1.0483320457518157,-1.319115580540863,0.7211390030190133,-1.6456156613295108,0.9212762423097873,-1.320324852384587,0.49999999999999994,2.708050904812963,2.1727472551266507,-2.8072905871246463,0.657921067630247,-0.8228078306647553,-1.4251449675768857,0.45220059428127796,-0.001245293591525399,1.5716246411317811,0.7978486297433439,0.24542074000928238,0.42508119092722907,-0.0011706107635285326,0.5278690261113632,-1.1434348634129914,0.8529605828060136,1.4773710662735764
0.4558248907930648,-1.319115580540863,1.3744164997699477,-1.12706008724037,0.9960008257283917,-1.320324852384587,0.7071067811865476,1.2702644402502705,1.4880854433142012,-1.6235014505279124,0.46492150195397647,-0.7969518304923675,-0.7969518304923675,0.4888785194002364,-0.0011906895996410542,1.434713910645458,0.7042789379399466,0.34707733900876847,0.34707733900876847,-0.0008453252933588253,0.5446447979014345,-0.9336106564902689,1.0185693717052458,1.0185693717052458
0.41024741733470027,-1.319115580540863,1.3751870729534785,-1.0355574759125383,0.03721238279140697,-1.320324852384587,0.8660254037844386,1.0723792859183474,1.3672722715199777,0.5380807203390873,0.42710982023866584,-0.8968190812191501,-0.5177787379562693,0.018265381044351568,-8.518328167732427e-05,-0.019335735778730694,0.01860619139570349,0.42508119092722907,0.24542074000928246,-0.0011445555926211032,0.5445605130335152,-0.6601624261922936,-0.4499910279626397,-0.2598024411271465
