output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow output_agitation,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl input_Timepoint (hr)_sin
-0.9402030653732465,-1.2329645099168267,-1.55304937158812,1.1865247845018572,-1.2341422375980362,2.411962350590254,-1.8427315709443388,1.9166838265519863,-2.9550558092352226,0.635278846703717,-0.0,-1.55304937158812,1.4078410642371786,0.37015628938224576,2.257653247467825,1.1865247845018572,0.008957264884117189,0.09732325761038456,0.0,0.3119667572200355,0.5048290619170053,-1.2341422375980362,1.9027442805719927,-0.0
-0.7314682898204599,-1.2329645099168267,-1.55304937158812,1.0591578718719648,-1.2341422375980362,2.411962350590254,-1.6449244673233654,1.9166838265519863,-1.6846793735623966,0.6527001099650783,-0.4019587553515071,-1.500130497518973,1.1218153975483494,0.32228838495710527,1.1489276855791828,1.0230679425584988,0.008736773051953884,0.09259081601595023,0.07875537184537401,0.2939190490959154,0.5186729983793568,-1.192089860610123,1.047793679782624,-0.10877388851245975
-0.6917797848442836,-1.2329645099168267,-1.55304937158812,1.5181797569164375,-1.2341422375980362,2.411962350590254,-2.357808117436878,1.9166838265519863,-2.324604381091598,0.6726421840147679,-0.7765246857940599,-1.3449802091267704,2.3048697743108533,0.4604178738364644,2.2724115400167,1.3147822370009188,0.008707552014369535,0.09197249272422472,0.15163483498542205,0.26263923839207376,0.5345201158891257,-1.06879852964327,1.2962668699420028,-0.21655531250978075
-0.734408107773314,-1.2329645099168267,-1.069988385359127,1.4942346761299814,-1.2341422375980362,1.1448751448034316,-1.598813748459937,1.3205178601110228,-1.4194893487067717,0.47168632303694596,-0.7565960430782835,-0.7565960430782835,2.2327372673492705,0.4553954712719957,1.9823114309067194,1.0565834721755945,0.008750583140569243,0.09288376124130933,0.21550378330937642,0.21550378330937642,0.5440507786089878,-0.8726703451543107,0.938076111878304,-0.3117160916661981
-0.6682573907720468,-1.2329645099168267,-1.0338774352468434,1.4815831716637324,-1.2341422375980362,1.068902551112591,-1.5317754096245835,1.275951811337658,-1.00061040546156,0.45610520832066886,-0.8953641233232673,-0.5169387176234218,2.195088694557165,0.452540879386438,1.4339103336456127,0.7407915858318663,0.008769985568008816,0.0932961151062579,0.264522373968051,0.15272206381713313,0.5444539973373089,-0.6170711187990182,0.48391152149609473,-0.3820556322614632
-1.2782936813019177,-1.2329645099168267,-0.9242505064930002,1.9611173626161507,-1.2341422375980362,0.8542389987525675,-1.812563715690194,1.1406565881843895,-0.11957041003075371,0.25862885242537703,-0.8927574341823411,-0.23921363352603947,3.8459813099545266,0.5911536841001664,0.2537100120790892,0.507574523126286,-0.0003499824231942085,0.0908643724608561,0.29116595552269553,0.07801768264574245,0.34534445845292533,-0.319419515455812,0.033483454030339685,-0.27029066927870576
-0.8461250404319053,-0.34630737020409447,-0.8813610503869447,1.71146100781549,-0.3475286429792358,0.7767973011391784,-1.5084150715445592,0.30629820981572875,0.5059858470271007,0.3897372481632901,-0.8644259449402453,-0.17194501113246213,2.9290987812728124,0.5333451300239505,-0.9825429060124523,0.33388947913277145,0.008946974364596948,0.09711418049092098,0.30564357032586975,0.06079628614788976,0.1536769260601945,-0.06779947486864721,-0.1120005720570276,-0.4337025740536151
-1.3415007299010882,0.07974865796955621,-0.3144314581804459,1.4010774315768306,0.07850646092849946,0.09886714189348149,-0.44054281983441673,-0.024684900986334284,0.18206063643565804,0.12671168278413797,-0.3137582362922837,0.020564801293398053,1.9630179692739285,0.4237700237839949,-0.8112453199327436,-0.09163484831885649,0.008683663051504637,0.09148211369879114,0.3018125123591402,-0.019781837180984956,-0.031637056391375984,-0.005134568209507834,0.037869414852537024,-0.4021238335261284
-1.3988281425945503,0.7453172641435292,-0.049453496605669826,0.705244685933097,0.7440423800059884,0.002445648326526997,-0.03487681568195909,-0.036795497314100645,0.028568647698572466,0.022060834407850265,-0.046829005944792695,0.015896305506298225,0.4973700670368726,0.21524979617621143,-0.4074107668132628,-0.22669347475423082,-0.025732598507355153,0.09315493196028159,0.28901531827532406,-0.0981074806653128,-0.3319117325235407,-0.2391645847920167,0.18569143682371478,-0.42241843785421423
-1.2694761526678726,1.714882603933296,0.4312042011346216,0.35775002992677185,1.7135601029527807,0.1859370630761472,0.15426331586046063,0.7388943152899138,-0.2486344370612548,0.05568455374583058,0.3585331899406325,-0.23956421850339318,0.12798508391260616,0.10930535801139146,-0.20628040511998672,-0.19875526748918632,0.04936393665118148,0.09335198231503954,0.254043538911585,-0.1697464658021413,0.2212845547388241,-0.9520029856905701,0.32034449518661734,0.10737375515465157
