output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_feed_%,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow output_glucose_gl,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% output_glycerol_gl,poly_output_feed_% output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.427513134190931,-1.3016893381897998,-1.5968287334324092,1.609141333074369,-1.3029480171973677,2.549862003915352,-2.569523116806883,-0.5655969581345521,2.0805848320295417,-3.8308233545585906,-0.0,-1.5968287334324092,2.589335829808357,0.5699580826298835,-2.096627509319578,3.8603615218499328,1.609141333074369,-0.018411809133009306,0.12545773793242423,0.0,-3.12579777001286,0.5425717662693462,0.0,2.399019553164085
1.204736406584678,-1.3016893381897998,-1.5968287334324092,1.282515744894975,-1.3029480171973677,2.549862003915352,-2.047957992527766,-0.5643984825630017,2.0805848320295417,-4.129551343435324,-0.41328968797924376,-1.5424181137828261,1.6448466359035128,0.4533046814143647,-1.671051346835313,3.3167079890425697,1.2388150806164189,-0.024431862711325646,0.12492662215848828,0.09147948884929742,-3.369547793192645,0.5425717662693462,0.669330725977322,2.497976276414328
1.1853044060847684,-1.3016893381897998,-1.5759166456823648,1.2535957709415912,-1.3029480171973677,2.483513274138756,-1.9755624423838705,-0.5556560143815256,2.053337468760164,-4.156545047795014,-0.7879583228411823,-1.3647838494076883,1.5715023569226425,0.44200816815747873,-1.633370124115352,3.3064104677870607,1.0856457837121563,-0.017176321013014972,0.12432130302401269,0.17629613085942403,-3.4365790495670856,0.5425717662693462,1.3187705895432202,2.2841776646164194
1.0941312756624777,-1.3016893381897998,-1.1361566554604137,1.097938264074849,-1.3029480171973677,1.2908519457469931,-1.2474298660132928,-0.40660519759217845,1.480353061457739,-2.2421167008986886,-0.8033840755662864,-0.8033840755662864,1.2054684317196929,0.3929276853351337,-1.4305564841814444,2.166695681098974,0.7763595918515122,0.11428650595370861,0.12807649030059928,0.25305779013952456,-2.5712664672788486,0.5425717662693462,1.3954201788965468,1.3954201788965468
1.2151962057690784,-0.506905848941183,-1.0418401089703582,0.5799304953215915,-0.508159245080897,1.0854308126593677,-0.6041948504410807,-0.37243863064756183,0.5294206832693767,0.5703283435432874,-0.9022600010498779,-0.5209200544851792,0.3363193794039464,0.2073144599527805,-0.29469704270201064,-0.31746790694579774,0.2899652476607958,0.19247726066740692,0.12779306795131623,0.3095881150229885,0.2781785976637238,0.21401654167337006,-0.47408314361684667,-0.2737120305854505
0.828082300941566,-0.11973274917864242,-0.4461789892031482,0.7670597385493692,-0.1209835718070163,0.19907569040634304,-0.34224593880438864,-0.15715858435612642,0.05398032777904103,0.24424911427871493,-0.4309758088188722,-0.11547961993036672,0.5883806425034266,0.27018310037927873,-0.09280162695905875,-0.41990695723738514,0.19852966906793695,-0.7468714852996601,0.12406748702670699,0.3402301298941141,0.06622931821355818,0.0509432315649867,-0.5287710386170199,-0.14168377277839647
0.5216797006518498,0.47067784283461594,-0.026785554007328134,0.7993820623796216,0.46943094462236185,0.0007174659034794923,-0.0214118914043587,-0.00947240797462468,-0.012573967919893335,0.014663056755404066,-0.026785554007328134,-1.640142148923148e-18,0.6390116816542972,0.2826924177258026,0.37525467665703754,-0.43760097501502293,4.8948034199450674e-17,-0.8864935815570723,0.12506031631968406,0.35363868046310215,-0.2569777941444656,-0.19782509628334538,-0.5474240611709009,-3.3520056214459434e-17
0.7862309440034007,1.3403980610695312,0.20197450155402843,0.15888969805909145,1.3391569438240998,0.04079369927799823,0.03209166756755508,0.07141521008371299,0.2704755562314886,-0.11056570189367469,0.19509238730289763,-0.052274847627271206,0.02524593614930925,0.056181057904442284,0.2127782424579469,-0.08698004378972606,-0.04112367992828187,-0.2920031398863657,0.1250225481279551,0.3415371508728054,-0.7330867327334007,-0.1977087169500589,-0.5287710386170199,0.14168377277839642
0.39164054252964653,0.7306855843173775,0.27883400087882976,0.4463882626544955,0.7294404143576072,0.07774840004609523,0.12446822522130288,0.0985702675304093,0.20339278913804298,-0.15264044115361955,0.24147732819991907,-0.13941700043941482,0.19926248103569885,0.15780217022890677,0.3256136392750676,-0.24436367560134672,-0.22319413132724764,0.014832952347951671,0.12496845768216466,0.30614758411854814,-0.3993132340098261,0.24470962998425808,-0.4740831436168467,0.27371203058545035
0.3901488912605671,0.7306855843173775,0.6398554346158302,-0.027388957699469096,0.7294404143576072,0.40941497720741293,-0.017524973432468387,0.2266258010792922,0.466736413355138,-0.3502722605796696,0.4524461167959191,-0.45244611679591906,0.0007501550038633074,-0.009700698225835571,-0.019978612653123715,0.014993374455081388,0.019366917718926097,-0.018606532541328904,0.1254454687152588,0.25044507253613396,-0.3993132340098261,-0.30696503209001536,-0.38708726583862346,0.3870872658386234
0.726445317934687,0.7306855843173775,0.8823144230221444,-0.17794293975090858,0.7294404143576072,0.7784787410728995,-0.1570016222171871,0.314471950276437,0.6435957983229661,-0.4830001446804425,0.4411572115110721,-0.7641067044625867,0.03166368980719548,-0.06342190702235218,-0.1297987717039135,0.09741024673513131,0.15410310624837065,-0.018628962335430082,0.1270331510586558,0.17820855132306065,-0.3993132340098261,-0.30733507215259803,-0.2737120305854504,0.4740831436168467
