output_D0_%,output_Ph,output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_glucose_gl,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
2.0044625724020535,0.5153963609515201,-1.2892205319175964,-0.2081566355044629,-1.5833325632938637,1.35443340354124,-1.290418026238096,-0.37593390451286485,0.0,2.506942005986717,-2.1445185126397837,-0.31307434125812,2.0431608812041726,-3.859207091191372,-0.0,1.8344898446283073,0.2678138222013983,3.3012893921784956,1.35443340354124,0.0,-1.290418026238096,-0.9162994709697264,0.0,2.4373951377358933
1.3694126501243828,0.9395724090112558,-1.2892205319175964,-0.11987326459561627,-1.5833325632938637,0.7984262400328078,-1.290418026238096,-0.3980961285821807,0.25881904510252074,2.506942005986717,-1.2641742652322274,-0.3106004020969995,2.0431608812041726,-3.0881990342332726,-0.4097966221114443,0.6374844607729269,0.15662629377310344,1.5572844268713437,0.7712205256345639,0.05077221383735559,-1.2464480982523416,-0.7764635859329072,0.5048116508536915,1.8839827292386977
1.0080232341265656,1.0708630535095236,-1.2892205319175964,-0.0970867184879556,-1.5833325632938637,0.8066303053890205,-1.290418026238096,-0.4329203568450182,0.49999999999999994,2.506942005986717,-1.2771640290621098,-0.3117929204782909,2.0431608812041726,-3.2211132497073107,-0.7916662816469318,0.6506524495719844,0.15884320482888983,1.6409992597504597,0.6985623359292915,0.09846097014188125,-1.1175347922235654,-0.8807281109664711,1.0171941525052426,1.7618319533010456
0.48885430123489026,0.7231578471958406,-1.2892205319175964,0.11358011857036875,-1.0564269241730855,1.1164549296693933,-1.290418026238096,-0.4331584155794068,0.7071067811865476,1.116037846117806,-1.1794530473285156,-0.20355109865107648,1.3632323463562157,-1.4942796997986465,-0.7470066419108354,1.24647160998309,0.21511722422873583,1.5791872575104546,0.7894528516583781,0.13624450388446002,-0.9124633369183179,-0.6126877424142647,1.000178322361562,1.000178322361562
-0.07745312483130232,0.3538117963694319,-1.2892205319175964,0.21329300067889104,-1.0506600997817868,0.7927837815810654,-1.290418026238096,-0.4329203568450182,0.8660254037844386,1.1038866452734741,-0.8329462870613444,-0.20663967493301955,1.3557907322075342,-0.05597445361798795,-0.9098983371537204,0.6285061243379745,0.15592158011149893,0.04223596101195704,0.39639189079053283,0.1703264528261051,-0.6452090131190481,-0.023064053198115303,0.04613794585537155,0.02663775545945515
-0.41658294375811505,0.5009691312763834,-1.2892205319175964,0.1160769268191244,-0.9740523904994802,0.6234148331776365,-1.290418026238096,-0.43298372069449864,0.8898149277675999,0.948778059437752,-0.6072387085295115,-0.1881281217043072,1.2569347632008383,0.11809265188671804,-0.8667263574941529,0.3886460542259003,0.12040611239419298,-0.07558187998256578,0.28447764846657375,0.17185852902586934,-0.5888456066596198,0.05249429732868015,-0.10787982816261092,-0.055323745732988885
-0.5206791389002718,0.4461452507317069,-1.2892205319175964,0.09857571428303238,-0.9692568207425053,0.787149977206704,-1.290418026238096,-0.40585664509761543,0.9135454576426009,0.9394587845558691,-0.7629504843549054,-0.19052263103291486,1.2507464735403557,0.004883846259370482,-0.8854601658784244,0.6196050866165146,0.1547266745670511,-0.003966254752584105,0.32016273932624745,0.1795716887758434,-0.524860296156583,0.0020450116167170336,-0.004603130430028714,-0.0020494457096654007
-0.5108587334557166,0.4475887892576776,-1.2892205319175964,0.11526881616676961,-0.9641577339123054,0.5703739929157883,-1.290418026238096,-0.4329203568450182,0.915135660599092,0.9296001358629119,-0.5499304964921997,-0.18901536353857046,1.2441665199773124,0.21468814756368165,-0.8823351247455612,0.3253264917946997,0.11181723055465269,-0.12700467117627112,0.2299440117046682,0.17940498062838756,-0.5202269062310083,0.09639799193076697,-0.20377244597340427,-0.08976816930707707
0.07247071731769159,0.4461452507317069,-0.2605290006107417,-0.2244638011349452,-0.8427509046217999,0.592009186365718,-0.26156890880770256,-0.4329203568450182,0.9659258262890683,0.7102290872408621,-0.4989162773541246,-0.16628411671368845,0.2204374345186284,0.4605987349407898,-0.8140348639026719,0.3504748767413994,0.11680998988116226,-0.32355786367947664,0.15322325230709535,0.19058789727137435,-0.0676990152061179,0.23660914227367844,-0.5279189985978608,-0.1414554693433438
-0.5861481096468281,0.5644542429770775,0.23925431414649576,-0.22102117727962114,-0.514952465537446,0.28565484711471356,0.23829096817716575,-0.4329203568450182,1.0,0.2651760417630945,-0.14709866781444395,-0.0998700045037065,-0.12270852157813658,0.28176206835147083,-0.514952465537446,0.08159869168013038,0.05539996946723528,-0.1562992818641279,1.7491314708998024e-17,0.193940239512154,1.4591113572194493e-17,0.23687727186391935,-0.5471613152825692,-3.35039676689027e-17
