output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_glucose_gl,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_phosphate_mmol_l input_Timepoint (hr)_sin,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.49431498541641333,-1.285868152855677,-1.5823226148590528,1.6109623200405179,-0.4181985159226617,2.5037448574943904,-2.5490621106859184,-0.43342622237067435,2.036655966878464,-3.984619537194076,0.6617249692449213,-0.0,-1.5823226148590528,2.595199596590328,0.4412711454666626,4.056740309363985,0.0,1.6109623200405179,0.0,0.5382761358495,-1.2871306696579583,0.0,2.51820930812457,0.17488999871991676
1.2454673548372575,-1.285868152855677,-1.5823226148590528,1.2810823782503746,-0.4181985159226617,2.5037448574943904,-2.027085618602987,-0.43183531611735254,2.036655966878464,-4.2927632074956,0.6617249692449213,-0.4095352282219437,-1.5284062792136097,1.641172059863636,0.34962314801611977,3.4755133039756463,0.33156851783642827,1.237430554755858,0.07063490283806262,0.5382761358495,-1.2432727556313652,0.7021633033502548,2.6205091233135493,0.17488999871991676
1.2266871744997092,-1.285868152855677,-1.5610165829192952,1.2518742584043723,-0.4181985159226617,2.436772772149033,-1.9541964770990201,-0.42422780339589183,2.0092323197200903,-4.318559482480932,0.6528148183075139,-0.7805082914596475,-1.3518800165368874,1.5671891588554971,0.34021410956286097,3.4633158344772643,0.625937129202186,1.0841549101219912,0.13588190158830118,0.5382761358495,-1.1146878579138684,1.3832522760279355,2.3958632217656737,0.17488999871991676
1.1385723233665277,-1.285868152855677,-1.1129723460412038,1.0946658486450074,-0.4181985159226617,1.238707443052461,-1.2183328176976191,-0.3103460095906899,1.4325408410708036,-2.3096098243574237,0.4654433833773945,-0.786990293158836,-0.786990293158836,1.1982933201896941,0.30524134689471166,2.2716206807940456,0.7740456447102116,0.7740456447102116,0.19717270485320568,0.5382761358495,-0.9101388247883244,1.4673686857604493,1.4673686857604493,0.17488999871991676
1.2555762942116928,-0.46324405661988205,-1.0168790541621815,0.5714968784622024,-0.42359787655763476,1.0340430107937728,-0.5811432052272836,-0.28301123483716045,0.47228797085077046,0.5582332822415543,0.4307478080590361,-0.8806430934807412,-0.5084395270810909,0.32660868209204136,0.1590553336870824,-0.3137330609269057,0.4949308149317751,0.28574843923110127,0.24102661759251304,0.1967394064783175,-0.23222425957032528,-0.4754195709709744,-0.27448361727810855,0.17943516102413717
0.8814476014985015,-0.06250860402501625,-0.40999680525783966,0.7604905951128051,-0.4235013516747749,0.1680973803216349,-0.3117987144248834,-0.11122450431960212,0.026110558728589583,0.2250748123592801,0.17363420120903453,-0.396026502894557,-0.10611498163191821,0.5783459452550286,0.20630694775279254,-0.41748441890508836,0.7345775064694016,0.19682944963654395,0.26203770336927384,0.026970592874710795,-0.016482835452771186,-0.5302616296443387,-0.1420831754404116,0.17935339487036134
0.5853228618268748,0.5485835817501458,0.01729720920935676,0.7931349643524547,-0.42388745120621435,0.00029919344643225624,0.013719021409660123,0.00472500248427506,0.009469366279918954,-0.009495601105200908,-0.007332069924734895,0.01729720920935676,1.0591485946210437e-18,0.6290630716783695,0.21665718622999314,-0.43540510801041077,0.7931349643524547,4.8565509769304186e-17,0.2731655972409188,-0.23205740812579245,3.3521676717604655e-17,-0.548967234556217,-3.361454833180227e-17,0.17968057129010076
0.8410000916976702,1.448769378488173,0.2503666716460095,0.146261015998346,-0.11214375179607851,0.06268347027110074,0.03661888376706964,0.06837365019902251,0.36245579316333004,-0.13744309935855425,-0.02807705788308038,0.24183563418491558,-0.06479966288091651,0.021392284800868428,0.03994301429929936,-0.08029250547599462,0.141277292732081,-0.037855136496416406,0.2637886030544401,-0.1623504927326341,-0.3746922929544205,-0.5302616296443387,0.14208317544041155,0.012576221066900461
0.459645691301415,0.8176991789472843,0.3286740586014085,0.43662408976154493,0.4379636212325795,0.10802663679752213,0.14350701166507268,0.08972525103131286,0.26839034401821366,-0.18043128902078323,0.14394728091028192,0.2846400843137551,-0.16433702930070418,0.19064059576009765,0.1191947007527086,-0.23969231909702077,0.37812755363775497,-0.21831204488077238,0.2364176445342372,0.35763457411351324,-0.4082925576181499,-0.4754195709709745,0.2744836172781084,0.19181213352315435
0.4582040754557292,0.8176991789472843,0.6964964534802383,-0.041873638303844905,-0.42321328522749,0.4851073097105497,-0.029164840572942236,0.19076656888015023,0.5687486367268347,-0.38235373194525923,-0.2947665522266673,0.4924973653282572,-0.49249736532825716,0.0017534015848012273,-0.011468960489085352,0.02298725542046902,-0.029609133597601495,0.029609133597601492,0.19367267960205364,-0.3455896692870231,-0.5774128723995862,-0.38817845420392705,0.388178454203927,0.1791094847930448
