output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_feed_%,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
-0.7656541657192613,-1.2619254419564663,-1.5775356408242556,1.0546207841289945,-1.2631432630717532,2.4886186980707947,-1.6637018745175123,1.9926535169627393,-1.6485768219413455,-0.0,-1.5775356408242556,1.1122249983168553,0.31600998085584675,-1.3321371385679892,1.1021135343378006,1.0546207841289945,0.08978606680450052,0.0,0.299643232535795,0.4917113479209643,-1.2631432630717532,0.0,1.0450330117929831,0.15153579865676303
-0.7866513703462689,-1.2619254419564663,-1.5775356408242556,1.0327008183323798,-1.2631432630717532,2.4886186980707947,-1.6291223472277039,1.9926535169627393,-2.2182376227920515,-0.408296268173327,-1.5237824173636239,1.066470980184367,0.31243537316176406,-1.304449081445232,1.4521230132817184,0.997512391257101,0.0915316630423974,0.07830363209022942,0.29223313337791695,0.49561499779992035,-1.2201027001040532,0.3639360839046071,1.3582279558396437,0.15395140612798866
-0.8020508818267459,-1.2619254419564663,-1.5775356408242556,1.331039432827478,-1.2631432630717532,2.4886186980707947,-2.099762144627849,1.9926535169627393,-2.1848872278055387,-0.7887678204121277,-1.3661859403291692,1.7716659717416943,0.4013779338514131,-1.681293492458876,1.84348992265606,1.152713962267427,0.09093375859358553,0.1507761242650718,0.2611519077954231,0.4577828648015123,-1.0939141544393085,0.6925001157704254,1.1994453847617066,0.1313450907820861
-0.7852519470596062,-1.2619254419564663,-1.29692347827042,1.5222862623579783,-1.2631432630717532,1.6820105084890444,-1.9742887943005862,1.6382001542968663,-1.8035260898742516,-0.917063386165058,-0.917063386165058,2.3173554645638235,0.45847507739927756,-1.9228656367641597,2.1169198001420684,1.0764189390204504,0.09070658334923928,0.21296312280444155,0.21296312280444155,0.5223766313613618,-0.8931771669281399,0.9833159392701146,0.9833159392701146,0.17102604811471633
-0.8916412970330052,-1.2619254419564663,-1.062596612124043,1.5562380609459316,-1.2631432630717532,1.1291115600974941,-1.6536532912196371,1.3422117519673538,-0.9972676118873606,-0.9202356600747009,-0.5312983060620217,2.4218769023367535,0.46906656504197075,-1.965751622419702,1.4605597240381503,0.778119030472966,0.09084831777700314,0.26102919057598206,0.1507052734453934,0.5228481057167285,-0.6315716315358767,0.8127817051284503,0.4692597362483139,0.1713349087316979
-1.597165328838309,-1.2619254419564663,-0.9966732983113311,1.8953154444979041,-1.2631432630717532,0.9933576635667876,-1.8890102954081327,1.2589411622454616,-0.5983643781420472,-0.9627124792116236,-0.2579580313481185,3.5922206341522878,0.5727090684943643,-2.394054935113373,1.1378746167390055,0.4905437335130072,0.09130721927749429,0.29187462267275016,0.07820756943630205,0.5233102958612404,-0.32692553317591333,0.5799047765783117,0.15538501657110926,0.17163795776815685
-1.1366125878997952,-0.3986642596526071,-0.9551615507500739,1.8698960794457793,-0.3999015851648048,0.9123335880312861,-1.786052838984914,0.3819706182334277,0.536257436083896,-0.9368083893827956,-0.18634277451325643,3.4965113479266963,0.5638606071795531,-0.7477744062638209,-1.0498178831837208,0.364798628275773,0.09093028813346204,0.29575236281839035,0.05882880264633358,0.16003780587675523,-0.07801692902456193,-0.5506433957740846,-0.10952978143539717,0.16015441884539228
-1.5901662606292921,0.016149555220676015,-0.6651231398417157,1.5945196247144326,0.014902857465806755,0.44238879115290247,-1.0605518993292975,-0.009912235350270943,0.3734208410833704,-0.6636990601435335,0.0435011346690263,2.542492833599455,0.4816108934397329,0.023762898693550867,-0.8952129669199328,-0.10428657307519738,0.0912289897594099,0.30139467717985735,-0.01975445081644873,-0.006161801971892123,-0.0009746935127345627,-0.5602290704950984,0.036719353250011,0.17095286286451314
-1.479580592571882,0.6663982379950115,-0.508019000599689,1.253900133015966,0.665136848616495,0.2580833049703068,-0.6370050924265881,-0.33790215709617843,0.28454039209646675,-0.48105849802383766,0.16329735591661054,1.5722655435774573,0.3779829192830098,0.8340151829540435,-0.7023068725323445,-0.4030529883002153,0.09086956580160391,0.2854481033052423,-0.09689657435143736,-0.2787618162839039,-0.21380123297271608,-0.5303736081060673,0.1800375800603396,0.17564854400434354
-1.2542012277178993,1.6081377095992215,-0.2542353910548765,0.5591041549245666,1.6068550426968025,0.06463563406482599,-0.14214406346765346,-0.4085194201485219,0.14225145363342004,-0.21138900203398414,0.14124561545018746,0.3125974560539137,0.16841130528068166,0.898399330733274,-0.3128336241484855,-0.31062162563366924,0.09073128138781557,0.25045223054725185,-0.16734683027091302,-0.4208703642909834,-0.8927208304997856,-0.465229331413277,0.3108563009838296,0.0686030290442512
