output_Ph,poly_output_WCW_gl,poly_output_feed_%,poly_output_glucose_gl,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_phosphate_mmol_l output_glucose_gl,poly_output_phosphate_mmol_l input_Timepoint (hr)_sin,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_cos
0.7122171566263352,-1.5675576314456852,-1.2749463003166839,-0.3348492277668601,0.0,2.4572369279036064,-2.124406784386602,-0.4680479309910879,1.99855180274486,-3.8413515654303443,0.524895462369636,-0.0,-1.5675576314456852,0.4046513336684581,3.3210445578711587,-0.4537989270343329,0.0,1.355233607856166,0.0,0.29858419339863707,0.4269147841052569,-1.2749463003166839,-0.8205590527980141,2.4505329107980836
0.6332526082921116,-1.5675576314456852,-1.2749463003166839,-0.35157414383604946,0.25881904510252074,2.4572369279036064,-1.6960572302989196,-0.47223913713872856,1.99855180274486,-3.3481186791288855,0.5511127321891823,-0.4057137693139414,-1.5141444004099083,0.325953347794423,2.3109700286329806,-0.38039422390445304,0.2800355814544115,1.0451070179149566,0.07797128480792259,0.2909927964345905,0.44823815397077693,-1.2315035586075835,-0.7509210088758442,2.063103924714292
0.9212835330861121,-1.5675576314456852,-1.2749463003166839,-0.3783686346748737,0.49999999999999994,2.4572369279036064,-1.50374994157498,-0.46112572053926265,1.99855180274486,-2.7885277734301903,0.5931146407842828,-0.7837788157228425,-1.3575447307281279,0.2821941048685227,1.7064892801986868,-0.3629670774920155,0.4796474181903416,0.8307736980249084,0.14708413626680758,0.2547571970014949,0.48239969093460516,-1.1041358845352325,-0.673079844224091,1.5405723161334872
0.5892900604220368,-0.9767549757123605,-1.2749463003166839,-0.3788503129104574,0.7071067811865476,0.9540502825788539,-1.2982718192775704,-0.29062764912697775,1.2453101426003863,-1.711881452788314,0.370043928185474,-0.6906700668839116,-0.6906700668839116,0.3954861642559801,2.3295286303899,-0.5035558530095259,0.9398639679977511,0.9398639679977511,0.21039542833975655,0.21039542833975655,0.4830138048190057,-0.9015231746026278,-0.6639810803947708,1.2392903173810546
0.39676332287789984,-1.017008563343789,-1.2749463003166839,-0.3783686346748737,0.8660254037844386,1.0343064179145978,-0.7747209253244329,-0.30666705198759225,1.2966313052255498,-0.028044431183061207,0.3848041415650443,-0.8807552517220367,-0.5085042816718947,0.22970115834857016,0.021005968154141835,-0.2882277586781449,0.6597073282927174,0.3808822035761693,0.26113984394756856,0.15076915919926562,0.48239969093460516,-0.637473150158342,-0.01043367137645363,0.013787706511956422
0.39525132168975446,-0.9300008087118815,-1.2749463003166839,-0.3783686346748737,0.8898149277675999,0.8649015042047536,-0.5378014128513293,-0.2779208794451731,1.1857010903587373,0.2038612602938111,0.351883136238843,-0.8275286024277723,-0.4243794485701348,0.1728130207889128,-0.12676226515812508,-0.21880323586881611,0.5145626980609151,0.26388191709290376,0.2659117550780847,0.13636686835631615,0.48239969093460516,-0.581785524073185,0.08294047273712106,-0.10002818680243518
1.2381145814932368,-0.9339386596758256,-1.2749463003166839,-0.3733876753564756,0.9135454576426009,0.8722414200370775,-0.7380885289173066,-0.2792344258186613,1.1907216388764164,-0.008223376555295656,0.3487211850618991,-0.8531954202636693,-0.3798670752752575,0.23628747940771208,0.006958600870127483,-0.2950870029466106,0.7219718510898346,0.3214425780904973,0.27313714737177913,0.12160849303326113,0.4760492352795856,-0.518567378292719,-0.0032876971348724067,0.003581336461658168
1.2502424002800105,-0.9300008087118815,-1.2749463003166839,-0.37209210261282405,0.915135660599092,0.8649015042047536,-0.6321106863656538,-0.2765025299432031,1.1857010903587373,0.08152827636872842,0.3460459563452308,-0.8510769044382375,-0.3749261353074507,0.20208104984733735,-0.05958469777553475,-0.25290665574754206,0.6220070188328082,0.2740136484599169,0.2720829089894754,0.11986107603045146,0.4743974496032759,-0.5139895413256104,0.03261935634062208,-0.03534169084988523
0.6590244882913748,-0.7674863244856166,-0.18947264257632299,-0.3783686346748737,0.9659258262890683,0.5890352582724412,-0.4397797242268965,-0.22722517810703108,0.14541766204147907,0.4157928817023785,0.29039275272725984,-0.7413348621443292,-0.19864007763261066,0.16964863267845046,-0.3104352010894453,-0.21681018736711283,0.5534881599274732,0.1483067054727545,0.28597599841771254,0.07662703783071009,0.07169050507984367,-0.04903912842465513,0.20498474036355108,-0.1402176340728424
0.6423458216087126,-0.436206798947465,0.3406702930272566,-0.3783686346748737,1.0,0.19027637144799414,-0.08451711048588108,-0.13004421083965204,-0.1486026980179145,0.2417488835239448,0.16504697095364945,-0.436206798947465,-2.6709963004866303e-17,0.057763141329337915,-0.10738021196823189,-0.07331069524448117,0.19375468399349727,1.1864052678622167e-17,0.29812513503558213,1.8254899618334907e-17,-0.12889895364701223,2.0860039196021035e-17,0.20969456508665368,-3.393539453298403e-17
