output_Ph,output_feed,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_agitation^2,poly_output_agitation output_glycerol_gl,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% output_glycerol_gl,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos
-1.2935090827671374,-1.2873064645600076,-1.5813500477310147,1.1796714120635245,-1.2885379319909638,2.5006679734588824,-1.865473443773568,-0.47613867170952523,2.0376295202571337,-2.199125740782119,0.5523873667893842,-0.0,-1.5813500477310147,1.39162464043995,0.355194714794209,1.6405259364655007,0.09065899075906997,0.41872364514266486,0.0,-1.7919226285674916,0.4501040590487897,-1.2885379319909638,0.0,1.3906634675462997
-1.121060609035503,-1.2873064645600076,-1.5813500477310147,1.1767829366885034,-1.2885379319909638,2.5006679734588824,-1.8609057531014086,-0.4746242938946395,2.0376295202571337,-1.686550619354632,0.5537413873767599,-0.4092835093265668,-1.527466851506838,1.3848180800812182,0.35319806085593913,1.2550693589731712,0.09008321886227777,0.32010562990557734,0.0776816029471319,-1.3742589443617939,0.4512073611861208,-1.244632066663179,0.27603718825237655,1.0301848113363243
-1.0917758640967197,-1.2873064645600076,-1.5813500477310147,1.6913867071377322,-1.2885379319909638,2.5006679734588824,-2.674674450063857,-0.47875659387046793,2.0376295202571337,-3.1243313950637686,0.5781904143396396,-0.7906750238655073,-1.3694893136107935,2.860788993082221,0.512070391997602,3.3417348662848503,0.09165866024885168,0.5981578812937486,0.15137590647858368,-2.5458117387901056,0.47112926189820087,-1.11590658284404,0.9878683722009196,1.7110382118423553
-1.068998368305242,-1.2873064645600076,-1.30016014222239,1.7126738953560692,-1.2885379319909638,1.6904163954237457,-2.2267503353667215,-0.39272603031713677,1.675305660916316,-2.4614895501495133,0.4061054922701121,-0.9193520531939181,-0.9193520531939181,2.933251871834132,0.5173298260022551,3.242468953883477,0.09124008457690924,0.571865619804881,0.21358848819272688,-2.4394861460262365,0.40247529068645765,-0.911133909526901,1.3387088991633076,1.3387088991633076
-1.119429549197009,-1.2873064645600076,-1.0653583527556734,1.6131177774303387,-1.2885379319909638,1.1349884197862818,-1.7185484981640786,-0.31767708405848616,1.3727546486890951,-1.0238239999278724,0.39920492168681776,-0.9226273976203564,-0.5326791763778368,2.602148963861796,0.4810123752739752,1.5502283254940143,0.08891608757991158,0.2865627677042079,0.2582383892548389,-1.2383026388983762,0.4828334831190044,-0.644268965995482,0.8322622999559649,0.4805068629159535
-1.9475173549349694,-1.2873064645600076,-0.9568759081537312,1.8604763050003361,-1.2885379319909638,0.915611503605028,-1.7802449539456948,-0.28979742583467744,1.2329709038643843,-0.3454097844338956,0.359149772809452,-0.9242711522394955,-0.24765770882995605,3.4613720814677036,0.563459942319802,0.6715883574647304,0.09172290615587696,0.10932460546087017,0.29253826501485447,-0.4651320046113974,0.48363439980826234,-0.33349815713627806,0.3486765928524528,0.09342761147445008
-1.0885201157472495,-0.40607109222114474,-0.9056176486953504,1.9103681523870657,-0.40732415679676176,0.8201433256284951,-1.7300631143072553,-0.26947115671887323,0.36887994513509964,0.49571140456706403,0.3401106860081575,-0.8882164595137835,-0.1766772387074649,3.649506477654771,0.5684398007528387,-1.0456855400557095,0.08853904193850651,-0.16287387998318298,0.29183766944454853,0.22295858541482777,0.15297327585810355,-0.0794650009144282,-0.5368561993329042,-0.10678733755175358
-1.7522892616360655,0.017379671110516734,-0.6134090437069564,1.6932948514763826,0.016116228686166512,0.3762706549014827,-1.0386823755580405,-0.18406438992748186,-0.009885840426544019,0.3357640601065685,0.23067495994998108,-0.612095687858245,0.04011887095650459,2.867247454036425,0.5081035028776701,-0.9268652950621822,0.09004077038175264,-0.16424934040968803,0.299425474443041,-0.00882160188668221,-0.006060573193150065,-0.0010540517874638884,-0.5462018646732296,0.03579996160682365
-1.8905789248958533,0.6811673541709589,-0.430778665589208,1.113849185335769,0.6798876437675133,0.1855702587268187,-0.47982246572656906,-0.12985882048293473,-0.2928810919327602,0.21755012738277954,0.16388810504347415,-0.4079172975901176,0.13846926393100448,1.2406600076731564,0.3357713669634534,-0.5625116829394635,0.09087293067820665,-0.15223777307671088,0.28545338829116723,-0.3433541521962174,-0.2586606684133844,-0.21854272067885588,-0.4782148856245797,0.16233207957712573
-1.9312471082908012,1.6367927254734922,-0.016816475188981335,0.864389948402121,1.6354895947897976,0.0002827938377816248,-0.014535992120909124,-0.005074410196022025,-0.027503170192619768,0.007792339665053398,0.006217111897741862,-0.01398238810567768,0.00934273303931072,0.7471699828986215,0.2608316617018941,-0.40053697373042185,0.09105445521545034,-0.1398245738216829,0.25089787431286875,-0.7578455233955981,-0.6046464377423791,-0.9086293352785028,-0.38528250227354377,0.2574375375832757
