output_Ph,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_input_Timepoint (hr)_sin,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l output_glycerol_gl,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow output_agitation,poly_output_gasflow output_glucose_gl,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% output_glucose_gl,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl input_Timepoint (hr)_sin,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2
0.6448448898501152,-1.5758628738442122,1.2509275086565175,-1.2497438679611577,0.0,2.4833437971605394,-1.9712902187622403,1.9694249633344516,-3.5920166731469587,-0.0,-1.5758628738442122,1.5648196319136016,0.37732050954813795,2.8513600660133354,1.2509275086565175,0.04886890593666853,-0.06311002992601084,0.09098222186256874,0.0,0.48681623538020474,-1.2497438679611577,0.0,2.2793967246556637,0.15173580677070106
0.7600895772837185,-1.5758628738442122,0.8122146635255605,-1.2497438679611577,0.25881904510252074,2.4833437971605394,-1.2799389338417997,1.9694249633344516,-2.5520013380838664,-0.4078633242208731,-1.5221666485362364,0.6596926596459395,0.24225083813560536,1.3153256812708434,0.7845391199900246,0.04832243487841942,-0.0659642604186301,0.08895880182886994,0.07719527043427916,0.5088331120153973,-1.2071598783100774,0.4191396094077398,1.5642503177742593,0.16577105485039492
0.964095368156216,-1.5758628738442122,0.7070976062628964,-1.2497438679611577,0.49999999999999994,2.4833437971605394,-1.1142888658938113,1.9694249633344516,-3.1719671206344833,-0.787931436922106,-1.3647372816298398,0.4999870247827181,0.2129618683939343,1.4232776184858482,0.612364489978835,0.04879516921216332,-0.07076272226282894,0.09070786868828161,0.150588735209744,0.5458473415023282,-1.0823099378781877,1.0064223141753066,1.7431745820226787,0.19076573488113738
0.7491865814384217,-1.0455119684733953,1.1538626425292944,-1.2497438679611577,0.7071067811865476,1.093095276221114,-1.2063772027387163,1.3066221714796251,-1.4788739721129693,-0.7392886027192338,-0.7392886027192338,1.3313989978246863,0.3458852981382686,1.6321357199972475,0.8159040990902934,0.04856600015411765,-0.07079588234274939,0.0898578410105971,0.2119644321703492,0.5461031307214222,-0.8837023637816399,1.0002007109763429,1.0002007109763429,0.19094456602213541
0.3614182357624532,-1.0385128458984991,0.666748936085305,-1.2497438679611577,0.8660254037844386,1.0785089310961997,-0.6924273351137467,1.29787506096054,0.22724712722028723,-0.8993785067045742,-0.5192564229492497,0.4445541437708862,0.1988719920750257,-0.14589783930065825,0.3333744680426526,0.048416275685331515,-0.07089739393101112,0.08896569694842921,0.25831041928525045,0.5458473415023282,-0.6248719339805789,-0.18950346727732023,-0.10940987784492831,0.19076573488113738
0.3598597499651435,-0.9676695530534649,1.1197943305793463,-1.2497438679611577,0.8898149277675999,0.9363843639066926,-1.08359087938352,1.209339090141282,-0.03691291085793223,-0.8610468134531745,-0.44156850991530944,1.2539393427976464,0.3360174966928021,0.04271589219011989,0.5109863304113006,0.048619008913273205,-0.07080046755765527,0.09004244003684451,0.2670074105426714,0.5461031307214222,-0.5702851100461496,0.03394305318907565,0.017406932102294242,0.19094456602213541
0.38322209254094,-0.9677912769243328,0.6330139392368244,-1.2497438679611577,0.9135454576426009,0.9366199556908306,-0.6126253685649082,1.2094912138024836,0.0936582302797136,-0.8841213249803567,-0.39363617517424526,0.40070664726812194,0.18983645565514262,-0.061260074052048426,0.25746996466537453,0.048587067789689194,-0.07076272226282894,0.08993581748992838,0.2739658971298652,0.5458473415023282,-0.5083166255590874,-0.08840857825748588,-0.039362035067577274,0.19076573488113738
0.3910081167915259,-0.9915882936789803,0.5237743004560144,-1.2497438679611577,0.915135660599092,0.9832473441611916,-0.5193684648620808,1.2392313895673732,0.23244329672402717,-0.90743780817824,-0.3997548854609075,0.2743395178181872,0.15612461499843705,-0.12278061965174036,0.2111575306212184,0.04829270610378437,-0.07076272226282894,0.08884937759701156,0.2727800935593479,0.5458473415023282,-0.5038292807377809,-0.2145216429594509,-0.09450352854737641,0.19076573488113738
0.3567491831065702,-0.8455196486376696,0.5641229706336054,-0.24416754649091946,0.9659258262890683,0.7149034762323683,-0.47697705591856443,0.20644845811772408,0.4619264698720505,-0.8167092652539837,-0.2188365880758205,0.3182347259964836,0.16916634739015904,-0.3081931127424142,0.1460057685797871,0.048584141729185945,-0.07076272226282894,0.08992498540100925,0.2896569584812594,0.10664441694812686,-0.06319521122780511,-0.5277070826383091,-0.14139868663311864,0.19076573488113738
0.3038012293258232,-0.5046928102079514,0.14133907877275803,0.24438538885532307,1.0,0.2547148326755993,-0.07133281685802627,-0.12333954867515598,0.2764953128540498,-0.5046928102079514,-3.0903521728692514e-17,0.0199767351883319,0.04243928846247007,-0.07743243417253108,8.654522520674687e-18,0.04864746167832762,-0.07076272226282894,0.09015953749303017,0.3002657780917269,-0.1067395633845485,1.4964289211002633e-17,-0.547848725524986,-3.354605940655655e-17,0.19076573488113738
0.3193732778269553,-0.13343500406129288,0.05713315840213274,0.988033563170233,0.9659258262890683,0.01780490030883725,-0.007623563223423072,-0.13183826251431371,0.07276491454953739,-0.12888831655378952,0.03453552033439478,0.003264197789003191,0.01707770212818697,-0.03115591308534556,-0.014787149501331049,0.007991467676382077,-0.004075303426988295,0.08934749939529377,0.28872539171004075,-0.15060739658325922,-0.2557219033489607,-0.5267396715394858,0.14113946961043994,0.02323534938685963
0.46887262912135236,0.2743399633456927,-0.42880517373668364,0.7887404077259617,0.8660254037844387,0.07526241548851602,-0.11763839564536518,0.21638301454480705,-0.14915850036508543,0.23758537753066164,-0.1371699816728463,0.18387387702334745,-0.1279789085742528,0.2331411577202788,0.21440258686834174,0.08322152303850543,0.054677351834021164,0.08907519276257644,0.2584693300411721,0.1546622375151939,-0.39437020386298066,-0.4708575773329182,0.27184974902313525,0.038450358777728746
0.3193732778269553,0.6942873178394541,-0.912112070863918,0.7887404077259617,0.7071067811865476,0.48203487971270315,-0.6332678432490997,0.5476124621516554,-0.3795035066351279,0.49093527053609787,-0.49093527053609776,0.831948429815665,-0.27207848845062127,0.4985684174878278,0.6449606305099811,0.04247905920063639,-0.06219837976226913,0.08897991897644061,0.21092643145945536,-0.34449607293937096,-0.5577236908988698,-0.3865107371698033,0.38651073716980316,0.19076573488113738
0.8068057227871586,0.8281835757939866,-1.0480695464623233,0.7887404077259617,0.49999999999999994,0.6858880352149139,-0.8679939846699487,0.6532218512436938,-0.4532058430896753,0.41409178789699325,-0.7172280156346276,1.09844977422174,-0.31812928462119167,0.5735337626874486,0.907654852169207,0.03591672878300138,-0.05168129807302773,0.09213552053874885,0.15176916727282655,-0.34449607293937096,-0.6830692300819787,-0.273614363008336,0.4739139784110325,0.19076573488113738
0.5872278834134812,1.0655451239861127,-1.0480695464623233,0.7887404077259617,1.2246467991473532e-16,1.1353864112505803,-1.1167653948312652,0.8404384955432169,-0.578980621197616,1.3049164254366624e-16,-1.0655451239861127,1.09844977422174,-0.31337819987296456,0.5694849926195787,1.0480695464623233,0.036875957844601105,0.03143645067385305,0.08940408424700104,3.661757091334223e-17,0.20104948572760528,-0.7887404077259617,-6.65431006680903e-17,0.5433656521571787,0.06497372289185155
0.5825524260214249,1.1081484787898275,-1.0480695464623233,0.7887404077259617,-0.4999999999999997,1.2279930510442087,-1.161416673578168,0.8740414829815927,-0.6019184203993928,-0.5540742393949134,-0.959684733797072,1.09844977422174,-0.31540659127385,0.5692850533569679,0.9076548521692072,0.08515667188526335,0.36675639434282575,0.09056519483512365,-0.15047025855224974,1.0222891890226862,-0.6830692300819788,0.27158744153884856,0.4704032474429283,1.6798842366275577
0.401911112636779,1.1568380271369303,-1.0480695464623233,0.17377867092649554,-0.8660254037844385,1.338274221030065,-1.2124467064317714,0.20103377483308493,-0.6288619102124141,-1.0018511195644533,-0.5784190135684657,1.09844977422174,-0.31595854996410483,0.5697349166978423,0.5240347732311621,0.04729230930928567,0.14520785602385547,0.09088244873658415,-0.26107821922258867,0.16085555862651202,-0.08688933546324785,0.4707749718983744,0.27180205675326524,0.8567994987396641
0.3396186488080886,1.004683188552234,-1.0480695464623233,0.17377867092649554,-1.0,1.0093883093594838,-1.052977853764261,0.17459250920880096,-0.5451436860108371,-1.004683188552234,-1.8455730765264752e-16,1.09844977422174,-0.3162932080452051,0.5686852355691353,1.9252725230383536e-16,0.02892418979542969,0.08125924303564666,0.09107507307414896,-0.30178646933576886,0.14733563707024824,-3.192262396653209e-17,0.542602575839254,9.967447615659769e-17,0.7188241638582088
0.42994250786849825,0.9194764789448043,-1.0480695464623233,0.17377867092649554,-0.8660254037844386,0.8454369953327352,-0.963675296270455,0.15978540045920195,-0.49908571358055137,-0.796289988948468,0.4597382394724023,1.09844977422174,-0.3132108708324455,0.5688851748317463,-0.5240347732311618,0.04664319909735583,0.14100173482158687,0.08930863468666483,-0.2588077974385598,0.15699265094916431,0.08688933546324779,0.4700728257047537,-0.27139667245936766,0.8161419533627514
0.3458461872613211,0.9985969950088464,-1.0480695464623233,0.17377867092649554,-0.5000000000000004,0.9971959584406979,-1.0465990996575605,0.1735348585838296,-0.5421746792187822,-0.4992984975044236,0.864810365820463,1.09844977422174,-0.3143458311571732,0.5690351292787044,-0.9076548521692067,0.038233689604210946,0.13110146854298768,0.0899570502765172,-0.14996420429265558,0.17872093217672544,0.15049674365824134,0.2714682108641733,-0.47019673385656907,1.0576887844688643
