output_Ph,output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_glucose_gl,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_gasflow output_feed_%,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_agitation input_Timepoint (hr)_cos,poly_output_feed_% input_Timepoint (hr)_cos,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl input_Timepoint (hr)_cos
-1.2592305189431576,-1.2235675222991735,-0.2684904848426775,-1.5711775023653016,1.2501415538750666,-0.42837568136511983,2.4685987439388675,-1.9641942842205045,-0.6175963695420736,1.924361365266691,-2.934809742003015,-0.0,-1.5711775023653016,1.5628539047251662,0.49140398454319084,1.2501415538750666,-0.0683279491872873,0.15451084410054908,0.0,0.3930786741869229,-1.2247892821592055,-0.8001649215412655,1.867904636863026,-0.42837568136511983
-1.0292223483378664,-1.2235675222991735,-0.24812837560340584,-1.5711775023653016,1.1199522434167444,-0.4390953407123191,2.4685987439388675,-1.7596437685799367,-0.6075164055269752,1.924361365266691,-1.6747386021570643,-0.4066506608487509,-1.5176409272189986,1.2542930275341986,0.433044236095624,1.0817907961266147,-0.0683279491872873,0.14950837348135504,0.10007578120606873,0.3734879000681951,-1.1830555993996255,-0.46803745344569875,1.0295929426633614,-0.4241335297972268
-0.9854889531742955,-1.2235675222991735,-0.18502279171284325,-1.5711775023653016,1.5891458625858867,-0.4513661064588779,2.4685987439388675,-2.4968302272718463,-0.6061805419512399,1.924361365266691,-2.3094725369267093,-0.7855887511826507,-1.3606796309029363,2.525384572573842,0.6131129670401253,1.3762406873183126,-0.0683279491872873,0.14885159053998073,0.19290644788341102,0.3341237688417057,-1.0606986326327787,-0.6634626739480591,1.2729700389103507,-0.3908945146006597
-1.0324617805190057,-1.2235675222991735,-0.13906338361199785,-1.0885667538091226,1.5646701687648696,-0.45874590468229587,1.184977577498531,-1.703247926394346,-0.4213460386304219,1.3332648929802517,-1.4184752008305215,-0.7697329333926577,-0.7697329333926577,2.4481927370226857,0.6056289842266048,1.106388886653939,-0.0683279491872873,0.14981927729326092,0.2736962525257342,0.2736962525257342,-0.8660568069393779,-0.5977765598640549,0.9214073734499588,-0.324382340042409
-0.9595692528537149,-1.2235675222991735,-0.14537492647047737,-1.0524894609587692,1.551738312219775,-0.4590581256623451,1.1077340654292804,-1.6331882197772611,-0.4079759589145251,1.28907781136782,-1.0011985236754788,-0.9114826104056842,-0.5262447304793847,2.4078917896106757,0.6014995393260948,0.7758691561098877,-0.0683279491872873,0.15025662588766198,0.3356969904776426,0.19381474781841426,-0.6123946410796028,-0.4366868598149101,0.47563351502039436,-0.2295290628311726
-1.6317779483910322,-1.2235675222991735,-0.1540109110229378,-0.9429647101383274,2.0418987814673644,-0.30488330440229583,0.8891824445662598,-1.9254384925981771,-0.3623643490860736,1.1549330704317853,-0.12184158583992975,-0.9108339668017956,-0.24405722584337716,4.169350633757907,0.7846649136397986,0.528482292815384,-0.03431564400312988,0.1476726427641353,0.3711878923415073,0.09945949599311737,-0.3169987924602474,-0.03939433247617978,0.03344231503238487,-0.07890960571310336
-1.1555644462745684,-0.35533961830831784,-0.19885896253033172,-0.9001152292102639,1.7867101456441536,-0.4600514628554096,0.8102074258562458,-1.6082450122787912,-0.3535639804713792,0.3210073504623066,0.5045125372007332,-0.8828197674762067,-0.17560376991825155,3.1923331445477525,0.7018172013340949,0.3485698576632015,-0.01989474862321427,0.15429072148364356,0.385251061723898,0.07663120072302733,-0.06957490034490514,0.2578577977974344,-0.10934768144076483,-0.08975158803245276
-1.7014268010038944,0.061860803089885646,-0.29030523340882275,-0.3337140445289455,1.4694485984044865,-0.4225789509733297,0.11136506351586702,-0.4903756350009513,-0.12852547968799757,-0.02020260460571788,0.18865551167779257,-0.3329995371432529,0.021825942780240366,2.15927918335291,0.5659383807276681,-0.09610653657850135,0.003377182018828395,0.14833017112836577,0.38431195471926316,-0.025189136313593572,-0.003959418494592739,0.23889269728719337,0.03697375346506049,0.027637985740447006
-1.7645967892544783,0.7135955154362682,-0.29085216086623,-0.06898305603659075,0.7581964884242547,-0.4637718941806232,0.004758662020147419,-0.05230271084771669,-0.026726543169751676,-0.049131284090931995,0.03890772775883132,-0.065322134185697,0.022173876647379763,0.574861915058871,0.29375287705833636,-0.24371427383382718,-0.03509631633251523,0.15010692223577402,0.36687514933036963,-0.12453733191133096,-0.2289364170742154,0.2615759816643373,0.18129784218788297,0.14907458968805395
-1.6220617732831446,1.663008366293801,-0.28702366866437934,0.4112266440193086,0.40300149531897506,0.08593097026494817,0.16910735275138314,0.16572495245478522,0.15943499036232234,0.6832782394708885,-0.23150313367996989,0.34192245827121126,-0.2284652824416763,0.16241020522932986,0.1562460517980576,-0.22389563466161114,0.29789537175120717,0.15031585403152087,0.3223656627117667,-0.21539784942270043,-0.923113947602678,-0.04837548633050574,0.31276244327522223,-0.04774068917369777
