output_Ph,output_feed,output_acetate_mmol_l,poly_output_WCW_gl,poly_output_phosphate_mmol_l,poly_output_feed_%,poly_output_WCW_gl^2,poly_output_WCW_gl output_phosphate_mmol_l,poly_output_WCW_gl output_agitation,poly_output_WCW_gl output_feed_%,poly_output_WCW_gl output_glycerol_gl,poly_output_WCW_gl output_glucose_gl,poly_output_WCW_gl input_Timepoint (hr)_sin,poly_output_WCW_gl input_Timepoint (hr)_cos,poly_output_phosphate_mmol_l^2,poly_output_phosphate_mmol_l output_agitation,poly_output_phosphate_mmol_l input_Timepoint (hr)_cos,poly_output_agitation^2,poly_output_agitation input_Timepoint (hr)_sin,poly_output_feed_% output_glucose_gl,poly_output_glycerol_gl output_glucose_gl,poly_output_glycerol_gl input_Timepoint (hr)_cos,poly_output_glucose_gl^2,poly_output_glucose_gl input_Timepoint (hr)_sin
0.6634889921448591,-1.2550098843471578,-0.16289157119665132,-1.5647292802931445,1.261444746521901,-1.2562093908152794,2.448377720606702,-1.9738195303547823,-0.5835110391612203,1.9656276159878816,-4.2746617856482905,0.6614927482394003,-0.0,-1.5647292802931445,1.591242848527703,0.47041168345079987,1.261444746521901,0.13906560656769731,0.0,0.5310652857079936,-1.1549107593095331,2.7318858536650206,0.1787194240049224,-0.0
0.7939672628759491,-1.2550098843471578,-0.1606692089471023,-1.5647292802931445,1.8556807477437396,-1.2562093908152794,2.448377720606702,-2.903638000870906,-0.5638312672670893,1.9656276159878816,-4.19864787328151,0.6614927482394003,-0.4049817381694262,-1.5114124229858548,3.4435510375467646,0.6686721088567315,1.7924499595930878,0.12984340417426918,0.09326231190974639,0.5310652857079936,-1.1343736292038602,2.5918748165411003,0.1787194240049224,-0.1094163211475719
1.237865339632997,-1.2550098843471578,-0.12255569636733676,-1.5436060359193438,1.1696314587794712,-1.2562093908152794,2.3827195941266304,-1.8054501795731388,-0.5663859377381402,1.939092398041027,-4.396926102140313,0.6525628501742602,-0.7718030179596718,-1.3368020405411465,1.3680377493665938,0.429165729579626,1.0129305563684736,0.13463314410065816,0.18346194707667454,0.5310652857079936,-1.2041998715631472,2.4668533384870552,0.1787194240049224,-0.21137610082795688
1.1825590739905651,-1.2550098843471578,-0.00010353641718627844,-1.2524726243326119,1.0514643569628253,-1.2562093908152794,1.56868767470262,-1.316930322557432,-0.45471922861766606,1.5733678724256845,-2.813166134976703,0.5294855594503719,-0.8856318859161012,-0.8856318859161012,1.1055772939632476,0.3817417259494003,0.7434975769843665,0.13181054470504658,0.2567202219392218,0.5310652857079936,-0.9495394582528063,1.5882254126762572,0.1787194240049224,-0.2989309485524395
0.3699192508520813,-1.2550098843471578,-0.035994686747402804,-0.9326850725518541,0.6434053003298029,-1.2562093908152794,0.8699014445610573,-0.6000945192183497,-0.3374815875139874,1.1716477468128692,0.030119214171938278,0.394294667872902,-0.8077289665604378,-0.46634253627592714,0.4139703804924839,0.2328089604523435,0.3217026501649015,0.13092727069608523,0.31336153724103394,0.5310652857079936,0.013651943703242875,-0.01614650810778563,0.1787194240049224,-0.3661141461398232
1.2577212823835695,-0.25121397873648504,-0.2552307226654127,-0.7475352436058434,0.7581719100078405,-0.2524721199551906,0.5588089404328477,-0.5667602234428186,-0.2717192310427035,0.18873180769438713,0.4199732127530143,0.31947301239743026,-0.7220635978601743,-0.19347635793054463,0.5748246451249369,0.2755855194088107,0.19622932977178356,0.13212269020114298,0.35110133603539173,0.10789863006242292,0.24010014460489046,-0.145407279219448,0.18264383095093586,-0.41280626715140656
-0.1448892683843396,0.2375810763225147,-0.2598976833894656,-0.48591314734714613,0.3620145758599481,0.23629438310834858,0.23611158676480934,-0.1759076419416496,-0.17760366741435685,-0.11481854739662999,0.27299114972284977,0.20766397072826345,-0.48591314734714613,-2.9753599028114935e-17,0.13105455313505812,0.1323181245068184,2.2166999578578606e-17,0.13359387868774739,0.36550496397141774,-0.10098477500549845,0.24010014460489046,-3.440097675159225e-17,0.18264383095093586,-0.4273684955058525
-5.460345127971698,0.9804584094191761,-0.2655647071258156,-0.22141339170998864,1.2248894560318595,0.9791283224962919,0.04902389002852087,-0.271206928929817,-0.08094216944740473,-0.21679212280321555,0.12439238719293833,0.09462510809994583,-0.21386891333893593,0.05730600261528962,1.5003541794980246,0.4477832579988315,-0.3170247193663118,0.13364167533504184,0.35311383517181844,-0.4184485980924094,0.24010014460489046,0.14540727921944793,0.18264383095093586,-0.41280626715140656
0.6975285908626105,0.784484634430486,-0.26123110073919503,0.18727546682659116,0.4121718349044238,0.7831659949276931,0.03507210047511765,0.07718967279449862,0.068731181953522,0.14666777730279545,-0.10521333963279271,-0.08008284370888456,0.16218531177741785,-0.09363773341329554,0.16988562148847958,0.15126945275306372,-0.2060859174522118,0.13469325500135454,0.3178363435024634,-0.3348978968397488,0.2402417682362797,0.28090529265698105,0.18285936027845276,-0.370330285297921
0.5386888862145544,0.784484634430486,-0.263453462988744,0.10676223102500428,0.571144842384372,0.7831659949276931,0.011398173973436386,0.06097669761137998,0.038843100925054136,0.0836125488813977,-0.05998015150158212,-0.04562681405000432,0.07549229753238534,-0.07549229753238533,0.32620643098226915,0.20779854956725707,-0.4038603910897113,0.13237089493371404,0.25726532503790134,-0.3347004729835923,0.24010014460489046,0.3972600746178861,0.18264383095093586,-0.30219516123768086
