input_Timepoint (hr),output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glycerol_gl,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
44.0,74.0,209.00000000000003,1194.822021484375,97.74250793457033,39.94348907470703,4.95958423614502,2.257622003555298,6.701448917388916,19.1,0.6494,29.98,0.0,-0.0422,0.48,2.415200000000001
48.0,80.66666666666667,225.00000000000003,1195.781005859375,99.34483337402344,39.55818176269531,4.959910869598389,0.6557235717773438,6.704901218414307,17.4,0.5916,29.97,0.0,-0.04348,0.94,0.80315
0.0,0.2433333333333333,55.93,1194.6650390625,100.0,97.43460845947266,5.000000953674316,0.0,6.770979881286621,0.0,0.0,30.09,7.29,0.0,9.61,34.55
2.0,0.4043333333333334,55.275,1194.6739501953125,100.0,99.18511199951172,5.000000953674316,0.0,6.745363235473633,0.0,0.0,30.0,7.23,0.0,10.12,28.81
4.0,1.143333333333333,52.795,1195.5030517578125,100.0,98.66197204589844,4.999999046325684,0.0,6.837244987487793,0.0,0.0,30.01,7.23,0.0,12.85,27.14
6.0,4.866666666666666,73.50000000000001,1194.740966796875,100.0,88.25955963134766,5.017330169677734,0.0,6.8512492179870605,0.0,0.0,30.03,6.33,0.0,12.97,25.91
8.0,15.566666666666668,57.30000000000002,1194.6080322265625,100.0,66.49899291992188,5.019999980926514,0.0,6.723844051361084,0.0,0.0,30.01,2.08,0.0,0.67,20.16
10.0,26.96666666666667,68.67000000000002,1195.0350341796875,100.0,88.12877655029297,5.015061855316162,0.0,6.835196018218994,8.81,0.29954,29.99,0.0,-0.03772,0.92,23.09
12.0,38.13333333333333,93.76,1195.2039794921875,100.0,73.9839096069336,5.000050067901611,0.0,6.71974515914917,13.1,0.4454,29.98,0.0,-0.0370799999999999,0.5,21.81
14.0,47.23333333333333,117.44,1195.237060546875,100.0,49.64788818359375,5.000011920928955,0.0,6.764832019805908,19.61,0.6667399999999999,30.01,0.0,-0.02302,1.34,18.52
16.0,57.2,153.945,1194.8050537109375,98.46822357177734,36.70019912719727,4.940497875213623,1.5384140014648438,6.725210189819336,19.5,0.6629999999999999,29.99,0.0,-0.0370799999999999,0.66,21.81
18.0,53.63333333333333,165.00000000000003,1194.58203125,100.0,45.35211944580078,5.000000953674316,0.0,6.751511096954346,19.5,0.6629999999999999,29.98,0.0,3.16252,1.82,14.32
20.0,59.633333333333326,194.5,1195.383056640625,99.70687866210938,40.74446868896485,4.960360050201416,0.296722412109375,6.708473205566406,19.5,0.6629999999999999,29.99,0.0,-0.039,0.79,11.13
22.0,64.8,199.0,1194.8079833984375,100.0,46.65996170043945,5.000000953674316,0.0,6.752877235412598,19.5,0.6629999999999999,30.0,0.0,-0.04092,0.66,7.64
24.0,84.16666666666667,216.50000000000009,1194.9169921875,100.0,53.9839096069336,5.000657081604004,0.0,6.7303338050842285,19.5,0.6629999999999999,30.01,0.0,-0.03964,3.15,3.3
26.0,92.0,219.065,1195.0369873046875,96.63632202148438,45.75453186035156,5.106547832489014,3.356945037841797,6.724868774414063,22.4,0.7615999999999999,30.01,0.0,-0.04092,1.38,0.21
28.0,95.83333333333331,243.0000000000001,1194.93896484375,97.74935913085938,37.60564041137695,5.039536952972412,2.2532999515533447,6.766880989074707,22.4,0.7615999999999999,30.02,0.0,0.61377,1.62,0.16
30.0,55.103333333333325,152.79,1195.0560302734375,100.0,43.641849517822266,4.999999046325684,0.0,6.749462127685547,19.1,0.6494,29.99,0.0,-0.04028,0.5926999999999996,17.02090000000001
32.0,112.83333333333331,231.50000000000009,1194.488037109375,100.0,42.08250045776367,4.999999046325684,0.0,6.71974515914917,19.1,0.6494,29.99,0.0,-0.0422,1.33,0.1
34.0,55.475666666666655,152.81,1194.926025390625,99.9344482421875,38.72233963012695,4.999999046325684,0.0669860765337944,6.740239143371582,19.1,0.6494,29.99,0.0,-0.04348,0.5854999999999997,17.157600000000013
36.0,120.66666666666669,227.00000000000009,1195.3170166015625,99.92656707763672,39.90945816040039,4.999999046325684,0.0734176635742187,6.766540050506592,19.1,0.6494,30.01,0.0,-0.04284,1.28,-0.12
38.0,97.46566666666664,219.74,1195.5860595703125,99.49170684814452,37.84708023071289,4.967545986175537,0.5029410719871521,6.790450096130371,19.1,0.6494,30.01,0.0,-0.04156,1.1915000000000004,0.8926000000000001
40.0,132.66666666666666,216.00000000000009,1194.9410400390625,99.6434326171875,40.74446868896485,5.032362937927246,0.3511047065258026,6.754242897033691,19.1,0.6494,30.02,0.0,0.36379,1.43,-0.13
44.0,133.33333333333334,212.00000000000003,1194.873046875,99.5916976928711,40.47283935546875,5.585000038146973,0.407863587141037,6.770638942718506,19.1,0.6494,30.0,0.0,0.01662,-0.46,0.8505000000000004
48.0,142.0,213.00000000000009,1194.9200439453125,100.0,46.21730041503906,5.000000953674316,0.0,6.75800085067749,23.1,0.7854000000000001,30.02,0.0,2.735,2.53,0.26849999999999996
0.0,0.2966666666666666,52.115,1195.072021484375,100.0,102.74479675292967,5.000000953674316,0.0,6.733858108520508,0.0,0.0,29.94268035888672,6.5785,0.26021,9.5,29.61
2.0,0.557,52.89,1194.9210205078125,100.0,105.03890228271484,5.000000953674316,0.0,6.829975128173828,0.0,0.0,30.027809143066406,6.6726000000000045,0.2135399999999999,10.07,27.4
4.0,1.7080000000000002,48.485,1194.8370361328125,100.0,106.52739715576172,5.013671875,0.0,6.886013984680176,0.0,0.0,29.8785400390625,6.530099999999996,-0.0370799999999999,16.04,25.8
6.0,6.95,30.0,1194.4310302734375,100.0,96.8865203857422,5.000000953674316,0.0,6.865296840667725,0.0,0.0,30.001680374145508,5.812499999999995,-0.0370799999999999,25.15,24.29
8.0,17.013333333333332,57.83,1194.248046875,100.0,106.66390228271484,4.980000019073486,0.0,6.896543979644775,0.0,0.0,29.90822029113769,0.8055999999999998,-0.0556199999999999,-1.05,22.1
10.0,23.4,67.505,1194.5379638671875,100.0,123.93830108642578,5.000000953674316,0.0,6.891448974609375,10.364439964294434,0.352,29.981380462646484,0.0208,-0.05243,-1.02,21.46
12.0,28.0,77.415,1194.9520263671875,100.0,122.88680267333984,5.019999980926514,0.0,6.8802409172058105,20.20605087280273,0.687,29.981910705566406,0.0001,-0.05626,-1.18,21.45
14.0,22.066666666666663,72.58,1194.9659423828125,100.0,122.39520263671876,5.018664836883545,0.0,6.890089988708496,30.133350372314453,1.024,30.00071907043457,0.0001,-0.05818,-1.24,21.95
16.0,26.366666666666664,73.10999999999999,1195.031982421875,100.0,122.04010009765624,4.986563205718994,0.0,6.890089988708496,30.2509994506836,1.028,29.96363067626953,0.0002,-0.06393,-1.32,22.03
18.0,23.63333333333333,64.5,1194.866943359375,100.0,121.54850006103516,5.019987106323242,0.0,6.894845008850098,39.32600021362305,1.337,30.006959915161133,0.0001,-0.0358,0.12,21.86
20.0,31.73333333333333,84.50000000000001,1194.5670166015625,99.58297729492188,38.35860061645508,5.015076160430908,0.3890304863452911,6.758312225341797,39.32600021362305,1.337,30.068239212036133,0.0003,16.73795,2.21,20.13
22.0,46.53333333333333,130.50000000000006,1194.822998046875,100.0,40.51617813110352,5.038274765014648,0.0,6.767821788787842,27.530000686645508,0.93,29.964019775390625,0.0002,30.06822,11.5,14.54
24.0,45.400000000000006,84.50000000000001,1195.2239990234375,99.6707992553711,38.59074020385742,5.020370960235596,0.3308945000171661,6.727405071258545,19.25,0.654,29.99451065063477,0.1419,39.35784,22.15,15.04
28.0,53.53333333333333,146.00000000000003,1194.8719482421875,99.62348175048828,35.69575881958008,5.0415568351745605,0.381832093000412,6.823522090911865,16.299999237060547,0.554,30.037660598754883,0.1518,46.198800000000006,33.01,9.63
32.0,76.93333333333334,206.0,1195.3740234375,91.9894790649414,46.797760009765625,5.008749008178711,8.002243041992188,6.727745056152344,7.980000019073486,0.271,29.996620178222656,0.1421,12.05798,90.11,0.38
36.0,95.66666666666669,198.00000000000009,1195.136962890625,100.0,74.84636688232422,4.980000019073486,0.0,6.819786071777344,6.78000020980835,0.23,29.96467018127441,0.0003,-0.039,8.15,0.05
40.0,110.0,202.5,1194.4639892578125,100.0,72.68878936767578,4.98428201675415,0.0,6.724688053131104,7.796999931335449,0.265,30.00176048278809,0.021099999999999994,-0.04667,3.01,-0.05
44.0,112.33333333333331,198.00000000000009,1195.0689697265625,100.0,64.18135070800781,4.99742603302002,0.0,6.782425880432129,8.960000038146973,0.204,30.00205993652344,0.0001,-0.04603,2.26,-0.09
48.0,115.13333333333333,202.5,250.35009765625,0.0,0.0819336324930191,0.0,0.0,6.393883228302002,0.0,0.0,20.64920997619629,0.4630999999999998,-0.04475,1.71,-0.1
0.0,0.3183333333333333,53.1,1194.8709716796875,100.0,90.62345123291016,5.000000953674316,0.0,6.754333972930908,0.0,0.0,29.971830368041992,6.712199999999998,0.26661,9.56,29.99
2.0,0.5726666666666667,51.915,1195.35400390625,100.0,84.37655639648438,5.000000953674316,0.0,6.903768062591553,0.0,0.0,29.95940971374512,6.7174999999999985,0.22505,10.4,27.69
4.0,1.7146666666666668,47.415,1195.3270263671875,100.0,78.88723754882812,5.017330169677734,0.0,6.885707855224609,0.0,0.0,30.100980758666992,6.539399999999997,-0.03644,16.32,26.49
6.0,7.395333333333333,35.0,1195.3330078125,100.0,60.37009048461914,4.999999046325684,0.0,6.830112934112549,0.0,0.0,30.039440155029297,5.7021999999999915,-0.03325,26.12,25.11
8.0,18.30666666666667,54.83500000000001,1194.8370361328125,100.0,55.38996887207031,4.966549873352051,0.0,6.9066009521484375,0.0,0.0,30.088680267333984,0.8064999999999998,-0.0556199999999999,-1.1,22.17
10.0,31.7,84.475,1194.9000244140625,100.0,56.14754104614258,4.97593879699707,0.0,6.744420051574707,10.364439964294434,0.352,30.19940948486328,0.0192,-0.0652099999999999,-0.8,21.68
12.0,44.0,113.81,1194.7430419921875,99.92542266845705,38.37556076049805,5.015524864196777,0.0908966064453125,6.760707855224609,20.20605087280273,0.687,30.01481056213379,0.0,-0.07225,2.14,18.51
14.0,47.1,125.255,1195.3570556640625,91.95142364501952,40.62345123291016,4.797010898590088,8.042839050292969,6.713612079620361,30.133350372314453,1.024,29.971729278564453,0.0006000000000000001,4.966399999999999,6.99,15.89
16.0,56.46666666666667,160.755,1194.8790283203125,90.2623062133789,41.1077995300293,4.711030960083008,9.738166809082031,6.699801921844482,23.270000457763672,0.791,30.03334045410156,0.0007000000000000001,3.81815,10.95,11.7
18.0,71.63333333333333,213.00000000000009,1194.8070068359375,98.58119201660156,38.0278205871582,4.880006790161133,1.4225120544433594,6.757874965667725,23.270000457763672,0.791,29.984050750732425,0.0,-0.03516,2.93,4.41
20.0,79.43333333333334,251.0000000000001,1195.14794921875,92.79022216796876,36.43814849853516,4.679399967193604,7.223545074462891,6.72990083694458,30.2509994506836,1.028,29.891780853271484,0.0005,-0.04092,1.98,-0.37
22.0,92.66666666666669,231.00000000000009,1195.2139892578125,92.42091369628906,41.24441146850586,4.611618041992188,7.577434062957764,6.698386192321777,39.33000183105469,1.337,29.92906951904297,0.0006000000000000001,9.20651,2.65,-0.41
24.0,107.93333333333334,246.50000000000009,1194.8780517578125,92.76277160644533,40.18877029418945,4.635744094848633,7.237614154815674,6.709716796875,25.39999961853028,0.863,29.990089416503903,0.001,13.91846,4.71,-0.03
28.0,121.66666666666669,232.00000000000009,1194.93994140625,93.55026245117188,40.66070938110352,4.6151628494262695,6.448975086212158,6.728485107421875,25.39999961853028,0.863,29.94124984741211,0.001,18.815810000000003,4.17,-0.06
32.0,141.79999999999998,232.50000000000003,1195.051025390625,94.55013275146484,40.12667846679688,4.737300872802734,5.449642181396484,6.713257789611816,16.299999237060547,0.554,29.94733047485352,0.0012,14.57059,2.42,-0.53
36.0,142.93333333333337,234.50000000000003,1194.8900146484375,96.89557647705078,40.2136116027832,4.9627299308776855,3.0973169803619385,6.701218128204346,13.850000381469728,0.47,29.95962905883789,0.0006999999999999999,8.669469999999999,2.09,-0.08
40.0,151.73333333333332,223.50000000000003,1195.197021484375,98.49590301513672,39.79135894775391,5.079999923706055,1.5080870389938354,6.708301067352295,13.850000381469728,0.47,30.045469284057617,0.001,5.88642,1.73,-0.09
44.0,149.93333333333334,223.00000000000009,1195.571044921875,99.34677124023438,40.25086975097656,4.980372905731201,0.6541634202003479,6.7345051765441895,13.850000381469728,0.47,30.094820022583008,0.019999999999999997,5.38837,1.71,-0.13
48.0,149.53333333333333,220.00000000000009,250.05929565429688,0.0,0.1738698035478592,0.0,0.0,6.247961044311523,0.0,0.0,22.42877960205078,0.4688999999999999,2.07594,1.48,-0.1
0.0,0.2976666666666667,49.98,1195.04296875,100.0,60.12702941894531,5.000000953674316,0.0,6.736390113830566,0.0,0.0,30.00783920288086,6.651299999999997,0.26916,9.61,31.0
2.0,0.5793333333333334,49.73,1195.5150146484375,100.0,59.50600051879883,5.000000953674316,0.0,6.781516075134277,0.0,0.0,29.989410400390625,6.700499999999997,0.22441,10.22,28.31
4.0,1.5499999999999998,46.415,1195.072021484375,100.0,59.04022979736328,5.014362812042236,0.0,6.8983540534973145,0.0,0.0,30.013940811157227,6.579899999999997,-0.03389,15.51,26.18
6.0,6.616666666666667,28.5,1195.06494140625,100.0,56.03387069702149,4.999999046325684,0.0,6.864071846008301,0.0,0.0,30.013940811157227,5.725499999999991,-0.03516,23.15,24.84
8.0,16.240000000000002,52.12,1194.9649658203125,98.13037109375,40.95977020263672,5.028180122375488,1.8683819770812988,6.699659824371338,0.0,0.0,30.032320022583008,1.0580999999999994,-0.04667,6.72,23.45
10.0,30.13333333333333,84.48,1195.16796875,100.0,53.57798004150391,4.967864036560059,0.0,6.703856945037842,10.364439964294434,0.352,29.989410400390625,0.0,-0.06074,-0.85,22.24
12.0,41.43333333333333,113.785,1195.02001953125,99.88912963867188,39.774169921875,4.962851047515869,0.1112900003790855,6.775218963623047,20.21759986877441,0.687,30.00786018371582,0.0,-0.0747999999999999,0.37,17.41
14.0,48.26666666666666,143.975,1195.0999755859375,86.57466125488281,35.525760650634766,3.789405107498169,13.432339668273926,6.738839149475098,30.133350372314453,1.024,30.050880432128903,0.0007000000000000001,4.19728,8.02,15.56
16.0,53.7,159.79,1195.012939453125,79.03945922851562,40.46577072143555,3.799973964691162,20.95992088317871,6.722746849060059,23.270000457763672,0.791,30.03853988647461,0.0009,7.13825,10.27,12.14
18.0,67.53333333333335,198.5,1194.9840087890625,99.1530532836914,36.55609893798828,4.886563777923584,0.8470190763473511,6.76997184753418,16.280000686645508,0.554,29.946409225463867,0.0,-0.03772,3.01,6.91
20.0,72.66666666666667,218.50000000000003,1195.22900390625,94.0946273803711,42.38531875610352,4.995635032653809,5.908740997314453,6.752830982208252,21.16399955749512,0.719,30.020240783691406,0.0002,-0.0422,1.17,1.96
22.0,82.2,233.50000000000003,1195.3409423828125,86.08992004394531,57.2900505065918,3.921876907348633,13.882109642028809,6.760877132415772,27.51000022888184,0.935,29.94635009765625,0.0004,0.85096,2.54,-0.42
24.0,92.46666666666664,244.0,1194.5589599609375,83.89080047607422,41.25617980957031,4.06928300857544,16.10780906677246,6.735691070556641,27.51000022888184,0.935,30.00774955749512,0.0006000000000000001,4.968319999999999,4.51,0.0
28.0,111.53333333333336,238.50000000000009,1194.9539794921875,83.21037292480469,38.96965026855469,5.248341083526611,16.79077911376953,6.7867631912231445,27.51000022888184,0.935,30.001680374145508,0.0006000000000000001,11.39306,4.59,-0.09
32.0,130.53333333333333,235.50000000000009,1195.0360107421875,86.3561019897461,39.64714050292969,5.054688930511475,13.644370079040527,6.727993965148926,16.34000015258789,0.55,29.995529174804688,0.0006000000000000001,6.33971,2.86,-0.6
36.0,129.13333333333335,233.50000000000003,1195.3680419921875,90.55596923828124,40.9738883972168,4.984292030334473,9.44281005859375,6.7108540534973145,16.34000015258789,0.55,29.989330291748047,0.0009,3.69795,2.32,-0.08
40.0,145.73333333333335,223.00000000000009,1195.2330322265625,92.98993682861328,39.76005935668945,5.011789798736572,7.010361194610596,6.706655979156494,16.34000015258789,0.55,30.00782012939453,0.0006000000000000001,4.293819999999999,1.8,-0.11
44.0,144.9333333333333,220.00000000000009,1195.02197265625,94.3575210571289,40.16936874389648,5.000223159790039,5.6422648429870605,6.703507900238037,16.34000015258789,0.55,29.99544906616211,0.0009,6.26746,1.77,-0.12
48.0,145.73333333333332,218.00000000000009,249.951400756836,0.0,0.6774876117706299,0.0,0.0,6.361390113830566,0.0,0.0,23.44379997253418,0.4547999999999998,1.42893,2.19,-0.13
0.0,0.330666666666667,55.48,1184.748046875,100.0,99.3602905273437,5.00000095367432,0.0,6.40255784988403,0.0,0.0,30.04,4.150400000000001,0.14457990000000007,7.4994,28.50749999999999
2.0,0.459,54.58,1185.23999023437,100.0,98.2459716796875,5.00000095367432,0.0,6.39742803573608,0.0,0.0,30.05,5.299500000000002,0.11289520000000004,8.069,29.4316
4.0,0.756666666666667,59.30000000000001,1185.07202148437,100.0,96.3750228881836,5.00000095367432,0.0,6.39366579055786,0.0,0.0,29.96,4.142900000000001,0.9308318,2.2800999999999996,27.89649999999999
6.0,2.26666666666667,55.599999999999994,1185.00805664062,100.0,87.61865234375,5.00000095367432,0.0,6.39776992797852,0.0,0.0,29.99,4.231300000000001,0.019089299999999997,8.556700000000003,28.754999999999992
8.0,5.52666666666667,53.635,1185.04797363281,100.0,73.7240295410156,5.00000095367432,0.0,6.37177801132202,0.0,0.0,30.02,4.3256,0.028706799999999998,10.419500000000003,31.349699999999974
10.0,11.9,51.17500000000001,1185.17700195312,100.0,42.7637901306152,5.00000095367432,0.0,6.19941186904907,0.0,0.0,30.03,2.44,0.030533199999999996,15.7,34.6
10.5,16.9666666666667,51.4999999999999,1185.07104492187,100.0,40.6589584350586,4.99999904632568,0.0,6.31192922592163,7.7,0.2618,30.0,0.0,0.4811751999999999,8.14,34.3
12.5,34.3666666666667,75.5,1185.15502929687,100.0,45.6183815002441,5.00000095367432,0.0,6.20112180709839,11.4,0.3876,30.01,0.0,-0.0013606999999999996,0.46,31.05
14.5,39.7666666666667,88.5,1185.05395507812,99.368049621582,34.9704208374023,4.99999904632568,0.6409912109375,6.22813892364502,17.2,0.5848,29.99,0.0022000000000000006,-0.0351,0.51,27.03
16.5,48.7666666666667,109.5,1185.01501464844,92.1411666870117,47.5306091308594,4.99350500106812,7.84983110427856,6.28320121765137,25.6,0.8704,30.01,0.0038000000000000017,1.2031,0.69,18.83
18.5,52.2,151.0,1185.18298339844,97.844970703125,40.074291229248,5.00000095367432,2.15253090858459,6.22437810897827,17.9,0.6086,30.0,0.019100000000000002,2.60152,0.75,16.59
20.5,54.4666666666667,164.5,1185.38696289062,90.5946731567383,40.3769416809082,5.0,9.40479278564453,6.2804651260376,17.9,0.6086,30.02,0.0063000000000000035,2.02996,1.91,12.44
22.5,62.2,195.0,1184.72094726562,98.7522506713867,36.7657203674316,6.31658697128296,1.25159502029419,6.23805809020996,17.9,0.6086,29.98,0.004300000000000002,-0.04202,0.43,6.46
24.0,63.5333333333333,199.5,1185.43103027344,99.0133209228516,41.8351898193359,6.34343814849854,0.982318878173828,6.21206617355347,20.6,0.7004,28.79,0.10539999999999998,-0.04073,0.95,3.26
28.0,73.6666666666667,200.0,1184.9169921875,98.4216613769531,39.8541793823242,18.4400005340576,1.57843005657196,6.23976802825928,20.6,0.7004,26.01,0.020999999999999977,2.92996,1.25,0.05
32.0,76.0666666666667,241.5,1184.88000488281,99.6262130737305,40.0949211120605,7.71913623809814,0.378139495849609,6.20693588256836,12.5,0.425,26.01,0.12949999999999995,1.71564,2.12,-0.07
36.0,93.0666666666667,232.5,1185.0849609375,99.7210083007812,37.0339813232422,5.00000095367432,0.285453796386719,6.31842708587646,12.5,0.425,26.0,0.008300000000000005,3.2145,1.53,-0.03
40.0,87.6666666666667,207.0,1184.97595214844,100.0,45.4051399230957,4.99999904632568,0.0,6.20727777481079,12.5,0.425,26.01,0.10939999999999989,5.29628,1.9,-0.02
44.0,90.2666666666667,213.0,1185.00695800781,100.0,46.7533302307129,4.99999904632568,0.0,6.20077991485596,12.5,0.425,25.97,0.18780000000000002,7.85257,2.06,0.0
48.0,81.9333333333333,210.0,1184.7490234375,100.0,48.4592094421387,5.00000095367432,0.0,6.26746892929077,7.44,0.25296,26.0,0.023099999999999957,5.03081,2.19,-0.02
0.0,0.401666666666667,60.25,1185.21899414062,100.0,99.337516784668,4.99999904632568,0.0,6.34506607055664,0.0,0.0,30.09,5.057700000000002,0.4244771,2.193199999999999,29.37539999999998
2.0,0.475333333333333,60.05,1185.05700683594,100.0,97.9916305541992,4.99999904632568,0.0,6.38378477096558,0.0,0.0,30.03,4.125800000000002,0.4298884000000001,2.3011999999999997,29.243199999999987
4.0,0.775,54.39,1185.4990234375,100.0,96.1297073364258,4.99999904632568,0.0,6.39035987854004,0.0,0.0,30.01,5.423300000000004,0.05791050000000002,8.7411,30.516199999999994
6.0,2.62,54.38,1185.38195800781,100.0,88.1659698486328,4.99999904632568,0.0,6.39547395706177,0.0,0.0,29.9,5.242100000000002,1.0525490999999998,9.356200000000003,29.798799999999993
8.0,5.8,53.26,1184.72705078125,100.0,77.0292892456055,5.00000095367432,0.0,6.38415098190308,0.0,0.0,30.0,4.316,0.0313984,10.529100000000003,30.40659999999999
10.0,13.2666666666667,51.210000000000015,1185.51696777344,100.0,53.0962409973145,5.00000095367432,0.0,6.19822597503662,0.0,0.0,30.13,1.9,0.0282079,14.28,33.03
10.5,17.3666666666667,55.5,1184.61999511719,100.0,58.2566299438477,5.00000095367432,0.0,6.39109086990356,7.7,0.2618,30.03,0.0,0.011598400000000002,8.23,33.6
12.5,28.0333333333333,79.4999999999999,1185.04504394531,100.0,62.6708488464355,5.00000095367432,0.0,6.24205923080444,11.4,0.3876,30.01,0.0,-0.0032366,0.33,31.12
14.5,38.1666666666667,94.5,1185.27905273437,100.0,51.2133903503418,5.00000095367432,0.0,6.21100997924805,17.2,0.5848,29.99,0.08619999999999997,-0.0351,0.53,24.5
16.5,47.1666666666667,128.5,1185.32995605469,99.3651580810547,40.0906600952148,5.00000095367432,0.633682310581207,6.20187902450562,25.55,0.8687,30.01,0.2279,0.04202,0.49,21.65
18.5,51.6666666666667,145.5,1184.95104980469,99.6239166259766,39.972110748291,4.99994707107544,0.376258909702301,6.20480108261108,17.9,0.6086,30.0,0.16709999999999997,-0.04009,0.27,19.16
20.5,56.7333333333333,154.0,1185.14697265625,100.0,44.8186912536621,5.00000095367432,0.0,6.25374698638916,17.9,0.6086,30.01,0.0010999999999999998,-0.00918,0.25,15.79
22.5,64.0666666666667,180.5,1184.80798339844,100.0,45.8995780944824,5.00000095367432,0.0,6.26470613479614,17.9,0.6086,29.99,0.0016,-0.04202,0.18,12.55
24.0,64.6666666666667,183.0,1185.35595703125,100.0,44.1562118530273,5.00000095367432,0.0,6.22744798660278,17.9,0.6086,28.89,0.0018000000000000002,-0.04073,0.6,10.28
28.0,68.9333333333333,213.0,1184.98706054687,96.6452713012695,39.6792182922363,4.96568012237549,3.35512208938599,6.21539402008057,20.6,0.7004,26.02,0.10869999999999996,-0.04009,0.4,2.07
32.0,81.8,195.5,1185.11206054687,99.8134002685547,40.6206398010254,4.99999904632568,0.187912002205849,6.24205923080444,12.5,0.425,26.01,0.0038000000000000017,-0.0433,0.64,0.31
36.0,87.8,213.0,1185.14196777344,99.5355987548828,40.7810287475586,4.97529792785645,0.46337890625,6.24132776260376,12.5,0.425,26.01,0.007500000000000004,-0.09183,0.69,-0.1
40.0,78.9333333333333,194.0,1185.36206054687,97.6877899169922,40.1673698425293,4.87517499923706,2.31234407424927,6.23438787460327,12.5,0.425,25.99,0.0167,0.03061,1.04,0.04
44.0,77.5333333333333,197.0,1185.42602539062,95.5555572509766,39.6304092407227,4.77194213867187,4.44769716262817,6.21721982955933,12.5,0.425,25.99,0.10409999999999998,-0.02143,1.24,-0.03
48.0,74.2666666666667,200.0,1184.94799804687,99.6538772583008,40.3068389892578,4.95984888076782,0.345649689435959,6.21393299102783,8.75,0.2975,26.0,0.10809999999999997,-0.04458,1.2,-0.07
0.0,0.255,59.19,1186.04504394531,100.0,100.435897827148,5.00000095367432,0.0,6.33203887939453,0.0,0.0,30.08,5.227300000000003,0.34932800000000014,1.7242000000000002,29.802499999999977
2.0,0.433666666666667,55.27499999999999,1184.78405761719,100.0,99.064826965332,5.00000095367432,0.0,6.38373804092407,0.0,0.0,29.99,4.1766000000000005,0.14248680000000002,7.924200000000002,29.11259999999999
4.0,0.684333333333333,55.21999999999999,1184.61694335937,100.0,97.1874465942383,5.00000095367432,0.0,6.39356803894043,0.0,0.0,30.0,4.290700000000002,0.06693640000000002,8.014100000000003,28.739199999999997
6.0,2.83666666666667,55.75999999999999,1184.86303710937,100.0,87.0974502563477,5.00000095367432,0.0,6.3830099105835,0.0,0.0,30.0,4.225600000000001,0.0357509,8.452800000000003,29.45209999999999
8.0,6.02,51.675,1184.97399902344,100.0,71.4034576416016,5.00000095367432,0.0,6.39939403533936,0.0,0.0,29.99,4.318200000000001,0.0121539,10.695500000000003,29.28469999999998
10.0,14.1666666666667,52.76000000000002,1184.31604003906,98.2475433349609,55.336799621582,4.97325992584229,1.69600701332092,6.24830102920532,0.0,0.0,29.95,1.44,0.8097328,12.99,35.75
10.5,17.2666666666667,54.4999999999999,1185.98999023437,100.0,42.3569107055664,4.99999904632568,0.0,6.35534000396729,7.7,0.2618,30.03,0.01,0.027143099999999996,8.89,32.79
12.5,28.8,100.5,1184.48400878906,99.4092636108398,40.5639190673828,4.99999904632568,0.590736389160156,6.23264598846436,11.4,0.3876,30.02,0.0,0.23888790000000001,0.53,29.11
14.5,45.7666666666667,122.0,1184.93603515625,95.6787719726562,35.0091400146484,4.89882898330688,4.32745409011841,6.21844720840454,17.18,0.58412,29.99,0.021099999999999994,-0.03304,0.48,20.86
16.5,53.4666666666667,161.0,1184.98901367187,86.7359313964844,39.2560806274414,5.11892414093018,13.2646503448486,6.25048494338989,25.6,0.8704,30.01,0.019700000000000002,4.52468,0.83,16.74
18.5,53.4666666666667,161.0,1185.09899902344,89.3373031616211,39.0662307739258,5.03420877456665,10.6656303405762,6.20133495330811,17.9,0.6086,30.0,0.19060000000000005,12.94958,1.25,14.64
20.5,64.7666666666667,202.5,1184.85498046875,75.2459564208984,46.1819686889648,3.68008303642273,24.746639251709,6.34223318099976,17.9,0.6086,29.97,0.007900000000000004,4.91726,11.91,4.64
22.5,71.8,214.0,1184.74499511719,76.0711975097656,25.9175891876221,3.61788010597229,23.9465999603271,6.29708814620972,17.9,0.6086,30.04,0.16840000000000008,1.9287,23.26,0.23
24.0,76.8666666666667,220.0,1184.98400878906,81.5822372436523,44.037410736084,3.67672395706177,18.4137706756592,6.26723289489746,17.9,0.6086,28.21,0.021799999999999965,3.46816,5.41,0.05
28.0,75.4,203.5,1184.64904785156,91.5475769042969,40.2264099121094,3.86066102981567,8.4521369934082,6.24393177032471,12.5,0.425,26.01,0.021899999999999965,22.45501,2.82,0.01
32.0,86.6666666666667,221.0,1184.98095703125,97.5883865356445,39.340461730957,5.00901508331299,2.41243004798889,6.26941776275635,10.6,0.3604,25.99,0.037999999999999944,26.79141,11.24,0.0
36.0,94.6666666666667,217.5,1184.92004394531,100.0,44.5717887878418,4.99999904632568,0.0,6.25631093978882,9.01,0.30634,25.98,0.20780000000000026,29.35913,21.21,0.0
40.0,89.2,208.0,1185.13195800781,100.0,43.5873985290527,4.99999904632568,0.0,6.21007299423218,7.66,0.26044,25.99,0.3218000000000003,29.78772,26.64,-0.06
44.0,89.3333333333333,218.5,1185.58898925781,100.0,47.243709564209,4.99999904632568,0.0,6.26614093780518,6.51,0.22134,26.01,0.2156000000000001,28.174,34.22,-0.11
