input_Timepoint (hr),output_OD600,output_WCW_gl,output_agitation,output_air_%,output_D0_%,output_gasflow,output_O2,output_Ph,output_feed_%,output_feed,output_Temp,output_glycerol_gl,output_glucose_gl,output_acetate_mmol_l,output_phosphate_mmol_l
24.0,45.400000000000006,84.50000000000001,1195.2239990234375,99.6707992553711,38.59074020385742,5.020370960235596,0.3308945000171661,6.727405071258545,19.25,0.654,29.99451065063477,,39.35784,22.15,15.04
28.0,53.53333333333333,146.00000000000003,1194.8719482421875,99.62348175048828,35.69575881958008,5.0415568351745605,0.381832093000412,6.823522090911865,16.299999237060547,0.554,30.037660598754883,,46.198800000000006,33.01,9.63
32.0,76.93333333333334,206.0,1195.3740234375,91.9894790649414,46.797760009765625,5.008749008178711,8.002243041992188,6.727745056152344,7.980000019073486,0.271,29.996620178222656,,12.05798,90.11,0.38
36.0,95.66666666666669,198.00000000000009,1195.136962890625,100.0,74.84636688232422,4.980000019073486,0.0,6.819786071777344,6.78000020980835,0.23,29.96467018127441,,-0.039,8.15,0.05
40.0,110.0,202.5,1194.4639892578125,100.0,72.68878936767578,4.98428201675415,0.0,6.724688053131104,7.796999931335449,0.265,30.00176048278809,,-0.04667,3.01,-0.05
44.0,112.33333333333331,198.00000000000009,1195.0689697265625,100.0,64.18135070800781,4.99742603302002,0.0,6.782425880432129,8.960000038146973,0.204,30.00205993652344,,-0.04603,2.26,-0.09
48.0,115.13333333333333,202.5,250.35009765625,0.0,0.0819336324930191,0.0,0.0,6.393883228302002,0.0,0.0,20.64920997619629,,-0.04475,1.71,-0.1
0.0,0.3183333333333333,,1194.8709716796875,100.0,90.62345123291016,5.000000953674316,0.0,6.754333972930908,0.0,0.0,29.971830368041992,,0.26661,9.56,29.99
2.0,0.5726666666666667,,1195.35400390625,100.0,84.37655639648438,5.000000953674316,0.0,6.903768062591553,0.0,0.0,29.95940971374512,,0.22505,10.4,27.69
4.0,1.7146666666666668,,1195.3270263671875,100.0,78.88723754882812,5.017330169677734,0.0,6.885707855224609,0.0,0.0,30.100980758666992,,-0.03644,16.32,26.49
6.0,7.395333333333333,35.0,1195.3330078125,100.0,60.37009048461914,4.999999046325684,0.0,6.830112934112549,0.0,0.0,30.039440155029297,,-0.03325,26.12,25.11
8.0,18.30666666666667,,1194.8370361328125,100.0,55.38996887207031,4.966549873352051,0.0,6.9066009521484375,0.0,0.0,30.088680267333984,,-0.0556199999999999,-1.1,22.17
10.0,31.7,,1194.9000244140625,100.0,56.14754104614258,4.97593879699707,0.0,6.744420051574707,10.364439964294434,0.352,30.19940948486328,,-0.0652099999999999,-0.8,21.68
12.0,44.0,,1194.7430419921875,99.92542266845705,38.37556076049805,5.015524864196777,0.0908966064453125,6.760707855224609,20.20605087280273,0.687,30.01481056213379,,-0.07225,2.14,18.51
14.0,47.1,,1195.3570556640625,91.95142364501952,40.62345123291016,4.797010898590088,8.042839050292969,6.713612079620361,30.133350372314453,1.024,29.971729278564453,,4.966399999999999,6.99,15.89
16.0,56.46666666666667,,1194.8790283203125,90.2623062133789,41.1077995300293,4.711030960083008,9.738166809082031,6.699801921844482,23.270000457763672,0.791,30.03334045410156,,3.81815,10.95,11.7
18.0,71.63333333333333,213.00000000000009,1194.8070068359375,98.58119201660156,38.0278205871582,4.880006790161133,1.4225120544433594,6.757874965667725,23.270000457763672,0.791,29.984050750732425,,-0.03516,2.93,4.41
20.0,79.43333333333334,251.0000000000001,1195.14794921875,92.79022216796876,36.43814849853516,4.679399967193604,7.223545074462891,6.72990083694458,30.2509994506836,1.028,29.891780853271484,,-0.04092,1.98,-0.37
22.0,92.66666666666669,231.00000000000009,1195.2139892578125,92.42091369628906,41.24441146850586,4.611618041992188,7.577434062957764,6.698386192321777,39.33000183105469,1.337,29.92906951904297,,9.20651,2.65,-0.41
24.0,107.93333333333334,246.50000000000009,1194.8780517578125,92.76277160644533,40.18877029418945,4.635744094848633,7.237614154815674,6.709716796875,25.39999961853028,0.863,29.990089416503903,,13.91846,4.71,-0.03
28.0,121.66666666666669,232.00000000000009,1194.93994140625,93.55026245117188,40.66070938110352,4.6151628494262695,6.448975086212158,6.728485107421875,25.39999961853028,0.863,29.94124984741211,,18.815810000000003,4.17,-0.06
32.0,141.79999999999998,232.50000000000003,1195.051025390625,94.55013275146484,40.12667846679688,4.737300872802734,5.449642181396484,6.713257789611816,16.299999237060547,0.554,29.94733047485352,,14.57059,2.42,-0.53
36.0,142.93333333333337,234.50000000000003,1194.8900146484375,96.89557647705078,40.2136116027832,4.9627299308776855,3.0973169803619385,6.701218128204346,13.850000381469728,0.47,29.95962905883789,,8.669469999999999,2.09,-0.08
40.0,151.73333333333332,223.50000000000003,1195.197021484375,98.49590301513672,39.79135894775391,5.079999923706055,1.5080870389938354,6.708301067352295,13.850000381469728,0.47,30.045469284057617,,5.88642,1.73,-0.09
44.0,149.93333333333334,223.00000000000009,1195.571044921875,99.34677124023438,40.25086975097656,4.980372905731201,0.6541634202003479,6.7345051765441895,13.850000381469728,0.47,30.094820022583008,,5.38837,1.71,-0.13
48.0,149.53333333333333,220.00000000000009,250.05929565429688,0.0,0.1738698035478592,0.0,0.0,6.247961044311523,0.0,0.0,22.42877960205078,,2.07594,1.48,-0.1
0.0,0.2976666666666667,,1195.04296875,100.0,60.12702941894531,5.000000953674316,0.0,6.736390113830566,0.0,0.0,30.00783920288086,,0.26916,9.61,31.0
2.0,0.5793333333333334,,1195.5150146484375,100.0,59.50600051879883,5.000000953674316,0.0,6.781516075134277,0.0,0.0,29.989410400390625,,0.22441,10.22,28.31
4.0,1.5499999999999998,,1195.072021484375,100.0,59.04022979736328,5.014362812042236,0.0,6.8983540534973145,0.0,0.0,30.013940811157227,,-0.03389,15.51,26.18
6.0,6.616666666666667,28.5,1195.06494140625,100.0,56.03387069702149,4.999999046325684,0.0,6.864071846008301,0.0,0.0,30.013940811157227,,-0.03516,23.15,24.84
8.0,16.240000000000002,,1194.9649658203125,98.13037109375,40.95977020263672,5.028180122375488,1.8683819770812988,6.699659824371338,0.0,0.0,30.032320022583008,,-0.04667,6.72,23.45
10.0,30.13333333333333,,1195.16796875,100.0,53.57798004150391,4.967864036560059,0.0,6.703856945037842,10.364439964294434,0.352,29.989410400390625,,-0.06074,-0.85,22.24
12.0,41.43333333333333,,1195.02001953125,99.88912963867188,39.774169921875,4.962851047515869,0.1112900003790855,6.775218963623047,20.21759986877441,0.687,30.00786018371582,,-0.0747999999999999,0.37,17.41
14.0,48.26666666666666,,1195.0999755859375,86.57466125488281,35.525760650634766,3.789405107498169,13.432339668273926,6.738839149475098,30.133350372314453,1.024,30.050880432128903,,4.19728,8.02,15.56
16.0,53.7,,1195.012939453125,79.03945922851562,40.46577072143555,3.799973964691162,20.95992088317871,6.722746849060059,23.270000457763672,0.791,30.03853988647461,,7.13825,10.27,12.14
18.0,67.53333333333335,198.5,1194.9840087890625,99.1530532836914,36.55609893798828,4.886563777923584,0.8470190763473511,6.76997184753418,16.280000686645508,0.554,29.946409225463867,,-0.03772,3.01,6.91
20.0,72.66666666666667,218.50000000000003,1195.22900390625,94.0946273803711,42.38531875610352,4.995635032653809,5.908740997314453,6.752830982208252,21.16399955749512,0.719,30.020240783691406,,-0.0422,1.17,1.96
22.0,82.2,233.50000000000003,1195.3409423828125,86.08992004394531,57.2900505065918,3.921876907348633,13.882109642028809,6.760877132415772,27.51000022888184,0.935,29.94635009765625,,0.85096,2.54,-0.42
24.0,92.46666666666664,244.0,1194.5589599609375,83.89080047607422,41.25617980957031,4.06928300857544,16.10780906677246,6.735691070556641,27.51000022888184,0.935,30.00774955749512,,4.968319999999999,4.51,0.0
28.0,111.53333333333336,238.50000000000009,1194.9539794921875,83.21037292480469,38.96965026855469,5.248341083526611,16.79077911376953,6.7867631912231445,27.51000022888184,0.935,30.001680374145508,,11.39306,4.59,-0.09
32.0,130.53333333333333,235.50000000000009,1195.0360107421875,86.3561019897461,39.64714050292969,5.054688930511475,13.644370079040527,6.727993965148926,16.34000015258789,0.55,29.995529174804688,,6.33971,2.86,-0.6
36.0,129.13333333333335,233.50000000000003,1195.3680419921875,90.55596923828124,40.9738883972168,4.984292030334473,9.44281005859375,6.7108540534973145,16.34000015258789,0.55,29.989330291748047,,3.69795,2.32,-0.08
40.0,145.73333333333335,223.00000000000009,1195.2330322265625,92.98993682861328,39.76005935668945,5.011789798736572,7.010361194610596,6.706655979156494,16.34000015258789,0.55,30.00782012939453,,4.293819999999999,1.8,-0.11
44.0,144.9333333333333,220.00000000000009,1195.02197265625,94.3575210571289,40.16936874389648,5.000223159790039,5.6422648429870605,6.703507900238037,16.34000015258789,0.55,29.99544906616211,,6.26746,1.77,-0.12
48.0,145.73333333333332,218.00000000000009,249.951400756836,0.0,0.6774876117706299,0.0,0.0,6.361390113830566,0.0,0.0,23.44379997253418,,1.42893,2.19,-0.13
0.0,0.2883333333333333,,699.947998046875,100.0,104.46019744873048,5.013671875,0.0,6.700653076171875,0.0,0.0,29.879150390625,,0.25893,9.32,31.4
2.0,0.5423333333333334,,700.10107421875,100.0,100.28130340576172,5.000000953674316,0.0,6.791102886199951,0.0,0.0,30.143369674682617,,0.21418,10.07,28.42
4.0,1.6713333333333331,,699.7213134765625,100.0,92.7002410888672,5.001091003417969,0.0,6.899037837982178,0.0,0.0,30.112689971923828,,-0.03197,16.25,26.4
6.0,7.253333333333333,33.5,699.8582763671875,100.0,46.38360977172852,4.994204044342041,0.0,6.826073169708252,0.0,0.0,30.11893081665039,,-0.0358,27.76,25.15
8.0,14.22,,700.1826782226562,100.0,55.87998962402344,5.039995193481445,0.0,6.893321990966797,0.0,0.0,29.903789520263672,,-0.04603,36.18,23.35
10.0,25.766666666666666,,700.1762084960938,100.0,20.613449096679688,5.019814968109131,0.0,6.740330219268799,10.393329620361328,0.353,29.995880126953125,,-0.0537,73.68,19.28
12.0,28.5,,700.265625,100.0,10.809000015258787,4.980002880096436,0.0,6.702670097351074,20.243019104003903,0.688,30.03891944885254,,-0.05754,131.85,18.44
14.0,35.333333333333336,,700.588623046875,89.80325317382812,45.33887100219727,4.999862194061279,10.16327953338623,6.734950065612793,30.189359664916992,1.026,29.95903968811035,,12.12191,136.88,16.18
16.0,43.56666666666666,,699.75341796875,88.11334228515625,34.1816291809082,5.065025806427002,11.90464973449707,6.725534915924072,16.309999465942383,0.554,30.038970947265625,,23.14416,130.94,14.05
18.0,45.43333333333334,116.50000000000004,700.1483154296875,93.57199096679688,39.418701171875,4.960131168365479,6.428412914276123,6.707714080810547,11.40999984741211,0.387,30.00819969177246,,28.44429,124.01,13.43
20.0,46.43333333333334,122.50000000000006,700.0089721679688,95.55113220214844,44.026248931884766,4.97313117980957,4.392932891845703,6.720828056335449,7.980000019073486,0.271,30.00205993652344,,30.80986,116.37,12.35
22.0,49.63333333333333,131.0000000000001,699.9484252929688,94.2716064453125,34.15483093261719,4.991829872131348,5.73551607131958,6.731250762939453,5.599999904632568,0.19,29.76844024658203,,29.09003,105.54,11.85
24.0,51.46666666666667,123.50000000000006,700.1685180664062,92.27377319335938,39.95446014404297,4.945058822631836,7.726706981658935,6.711075782775879,3.920000076293945,0.133,29.92210960388184,,22.72219,99.17,11.33
28.0,57.73333333333333,153.00000000000003,699.9450073242188,82.90416717529297,35.427268981933594,4.670144081115723,17.101110458374023,6.692583084106445,3.920000076293945,0.133,30.03265953063965,,-0.03005,168.91,7.81
32.0,62.46666666666667,155.49999999999997,699.885009765625,73.92059326171875,36.20412063598633,4.351250171661377,26.08585929870605,6.905764102935791,4.510000228881836,0.153,30.069730758666992,,-0.0358,20.02,5.75
36.0,74.6,160.00000000000003,699.8869018554688,97.44393920898438,25.448699951171875,4.704728126525879,2.574486017227173,6.851627826690674,4.510000228881836,0.153,30.026599884033203,,-0.04156,0.92,5.2
40.0,69.2,157.50000000000009,699.788330078125,99.34764099121094,56.027320861816406,5.300000190734863,0.6216049194335938,6.884915828704834,5.186500072479248,0.176,29.97742080688477,,-0.04348,0.59,4.49
44.0,74.39999999999999,164.49999999999997,699.9166870117188,97.6958236694336,33.65925979614258,4.986669063568115,2.312206029891968,6.724863052368164,6.854000091552734,0.232,29.983619689941406,,-0.04348,0.51,4.85
48.0,76.33333333333333,151.00000000000003,249.51510620117188,0.0,0.6697025895118713,0.0,0.0,6.584982872009277,0.0,0.0,20.88015937805176,,-0.0422,0.47,5.35
0.0,0.308,,700.5883178710938,100.0,113.89569854736328,5.017330169677734,0.0,6.832377910614014,0.0,0.0,29.96500015258789,,0.27108,9.51,35.11
2.0,0.5403333333333333,,700.25048828125,100.0,105.14550018310548,5.000000953674316,0.0,6.750720024108887,0.0,0.0,29.995819091796875,,0.22888,10.08,32.9
4.0,1.5346666666666666,,700.0087890625,100.0,83.89798736572266,5.00264310836792,0.0,6.8800129890441895,0.0,0.0,30.03883934020996,,-0.03325,16.67,29.31
6.0,6.133333333333333,28.5,699.9893798828125,91.16636657714844,41.67975997924805,4.631149768829346,8.835273742675781,6.78603982925415,0.0,0.0,30.051130294799805,,-0.0358,28.11,26.52
8.0,15.613333333333337,,700.5438232421875,90.76851654052734,35.689178466796875,4.580043792724609,9.23673152923584,6.887790203094482,0.0,0.0,29.81757926940918,,-0.04539,17.05,22.78
10.0,31.666666666666668,,699.638427734375,74.63552856445312,39.06962966918945,4.363656044006348,25.36484909057617,6.705029010772705,10.393329620361328,0.353,29.99574089050293,,-0.0517899999999999,69.93,21.02
12.0,42.03333333333333,,700.0338745117188,57.14316940307617,18.001649856567383,5.397869110107422,42.97220993041992,6.743589878082275,20.243019104003903,0.688,30.02036094665528,,-0.07225,4.35,14.96
14.0,45.96666666666667,,699.7406005859375,52.39973831176758,44.207611083984375,5.447772979736328,47.59466171264648,6.7455339431762695,30.189359664916992,1.026,29.98349952697754,,7.34603,9.87,12.24
16.0,64.0,,700.2034301757812,32.79159164428711,43.71400833129883,5.42043399810791,67.20391845703125,6.743589878082275,16.309999465942383,0.554,30.00200080871582,,9.42389,17.49,7.33
18.0,63.6,193.0,700.4224853515625,73.49330139160156,36.46697998046875,6.059999942779541,26.5047607421875,6.721879005432129,11.40999984741211,0.387,29.977399826049805,,0.00639,68.72,7.42
20.0,70.13333333333333,209.50000000000003,700.0518188476562,80.78724670410156,38.95745086669922,6.214314937591553,19.21405982971192,6.706974029541016,11.40999984741211,0.387,29.98978042602539,,-0.039,83.17,4.58
22.0,75.86666666666667,243.0000000000001,700.1461181640625,78.40946960449219,41.67975997924805,6.017380237579346,21.59553909301757,6.702436923980713,14.829999923706056,0.504,30.008140563964844,,-0.03772,81.54,3.04
24.0,83.73333333333333,220.0,700.1768798828125,77.56008911132812,39.46601104736328,6.0047712326049805,22.440189361572266,6.711510181427002,17.0,0.578,30.00211906433105,,-0.03644,127.07,1.62
28.0,81.86666666666667,233.50000000000003,700.4796752929688,87.59575653076172,38.29930114746094,4.956099033355713,12.406660079956056,6.741645812988281,19.549999237060547,0.664,29.99574089050293,,1.41678,254.45,0.08
32.0,78.53333333333335,218.0,699.919921875,95.32887268066406,41.560089111328125,4.960000038146973,4.697597980499268,6.695631980895996,11.649999618530272,0.396,30.00197982788086,,3.13405,324.97,-0.38
36.0,75.39999999999999,223.50000000000003,700.0673828125,99.35157775878906,39.26408004760742,4.979951858520508,0.6609305739402771,6.731276988983154,11.649999618530272,0.396,30.008180618286133,,6.335229999999999,381.62,0.13
40.0,73.46666666666665,216.50000000000003,699.8275756835938,100.0,43.661659240722656,5.000000953674316,0.0,6.712158203125,11.649999618530272,0.396,29.97742080688477,,10.42126,511.66,0.13
44.0,72.66666666666667,217.50000000000003,700.1610107421875,100.0,54.01242065429688,5.000000953674316,0.0,6.725443840026856,9.899999618530272,0.336,30.014219284057617,,10.08028,489.27,0.11
48.0,69.46666666666667,198.00000000000009,250.0142059326172,0.0,3.963802099227905,0.0,0.0,6.54138708114624,0.0,0.0,20.93648910522461,,11.68817,661.41,0.29
0.0,0.291,,699.8953857421875,100.0,124.7947998046875,5.01748514175415,0.0,6.774229049682617,0.0,0.0,29.99472045898437,,0.26405,9.79,37.41
2.0,0.507,,700.185302734375,100.0,132.4427947998047,5.000000953674316,0.0,6.741422176361084,0.0,0.0,30.000900268554688,,0.22952,10.26,32.88
4.0,1.4746666666666666,,699.7230834960938,100.0,117.0072021484375,5.000448226928711,0.0,6.876658916473389,0.0,0.0,30.02563095092773,,-0.0358,15.76,29.61
6.0,5.8500000000000005,24.5,700.206787109375,99.2113800048828,36.91286849975586,4.980405807495117,0.7811316847801208,6.853330135345459,0.0,0.0,30.043920516967773,,-0.03644,25.95,26.98
8.0,13.473333333333334,,700.1506958007812,76.64922332763672,42.57027816772461,5.065213203430176,23.40781021118164,6.701323986053467,0.0,0.0,29.98855972290039,,-0.04156,32.39,24.82
10.0,25.8,,700.0479736328125,58.52634811401367,31.81421089172364,5.264723777770996,41.48912048339844,6.727933883666992,10.393329620361328,0.353,30.0314998626709,,-0.0537,23.7,20.86
12.0,39.7,,700.098388671875,39.35266876220703,14.75467014312744,5.770734786987305,60.678470611572266,6.732673168182373,20.254579544067383,0.688,30.02552032470703,,-0.07928,4.08,15.58
14.0,46.833333333333336,,699.978515625,40.64630126953125,47.98323822021485,5.805140018463135,59.33235931396485,6.785529136657715,30.206329345703125,1.026,29.976299285888672,,5.73297,12.64,12.26
16.0,53.16666666666666,,700.4182739257812,52.12417984008789,37.12239837646485,5.500720977783203,47.87924957275391,6.710072994232178,16.309999465942383,0.554,29.97636032104492,,3.50487,45.36,11.62
18.0,66.2,185.0,699.767822265625,66.49321746826172,45.36405944824219,5.198911190032959,33.507930755615234,6.7439727783203125,16.309999465942383,0.554,29.97632026672364,,-0.03325,146.18,8.73
20.0,65.33333333333333,201.0,700.0880126953125,76.43443298339844,37.54146957397461,5.090727806091309,23.569000244140625,6.801931858062744,21.200000762939453,0.72,30.02549934387207,,0.93664,215.08,4.1
22.0,68.23333333333333,192.0,700.4857177734375,81.48948669433594,35.93503952026367,5.059732913970947,18.498130798339844,6.710437774658203,21.200000762939453,0.72,29.98870086669922,,5.517510000000001,265.07,3.02
24.0,68.39999999999999,193.0,700.1375732421875,88.65384674072266,40.00349044799805,5.019999980926514,11.351380348205566,6.738870143890381,21.200000762939453,0.72,29.994779586791992,,11.23323,322.49,4.47
28.0,60.66666666666666,179.00000000000006,700.192626953125,99.41818237304688,41.03369903564453,4.988890171051025,0.5805205702781677,6.709343910217285,21.200000762939453,0.72,30.001039505004883,,28.29725,366.11,3.44
32.0,57.8,172.00000000000003,699.8123168945312,100.0,62.42361068725586,5.020636081695557,0.0,6.720280170440674,12.630999565124512,0.429,29.988740921020508,,35.04868,466.88,2.32
36.0,58.46666666666666,168.49999999999997,699.8549194335938,100.0,82.835693359375,5.009538173675537,0.0,6.738505840301514,12.630999565124512,0.429,29.99480056762696,,41.13521,532.66,2.66
40.0,57.93333333333334,167.49999999999997,700.0758056640625,100.0,95.75694274902344,5.004061222076416,0.0,6.745067119598389,12.630999565124512,0.429,30.000959396362305,,47.24093,613.82,2.43
44.0,55.00000000000001,163.49999999999997,700.1895141601562,100.0,112.27519989013672,5.02534294128418,0.0,6.739964008331299,7.489999771118164,0.254,30.007020950317383,,51.14345,619.42,2.42
48.0,54.2,158.49999999999997,249.8890991210937,0.0,1.484197974205017,0.0,0.0,6.550777912139893,0.0,0.0,21.427270889282227,,47.38797,743.98,2.62
0.0,0.379333333333333,,1194.8189697265625,100.0,89.27613830566406,2.5,0.0,6.671144008636475,0.0,0.0,30.35906982421875,,,,
2.0,0.6756666666666667,,1195.27197265625,100.0,81.55718994140625,2.5,0.0,6.723080158233643,0.0,0.0,29.99622917175293,,,,
4.0,2.556666666666666,,1194.7900390625,100.0,77.92671966552734,2.5,0.0,6.750205039978027,0.0,0.0,30.00836944580078,,,,
6.0,7.420000000000001,70.5,1195.052001953125,100.0,68.96782684326172,2.5,0.0,6.758143901824951,0.0,0.0,30.00956916809082,,,,
8.0,30.266666666666666,,1195.050048828125,100.0,47.44190979003906,2.5,0.0,6.7650909423828125,7.704248905181885,0.2618,29.98539924621582,,0.0,15.0,19.3
10.0,33.766666666666666,,1194.5770263671875,99.8283233642578,39.07506942749024,2.5,0.1731071025133133,6.733664989471436,11.405779838562012,0.387,30.00406074523925,,0.0,0.0,17.2
12.0,43.56666666666666,,1195.1689453125,97.14460754394533,39.06389999389648,2.418529987335205,2.8564610481262207,6.737966060638428,17.2185001373291,0.585,30.00946998596192,,0.0224,4.6,13.2
14.0,48.4,,1195.175048828125,96.61512756347656,40.18096923828125,2.433701992034912,3.3840909004211426,6.712493896484375,29.440000534057617,1.0,29.9923095703125,,10.88,6.3,10.5
16.0,60.03333333333333,,1195.114013671875,82.22001647949219,39.93521118164063,2.640000104904175,17.785640716552734,6.7118330001831055,17.5049991607666,0.595,30.041439056396484,,1.55,15.9,5.5
18.0,68.66666666666667,,1195.3929443359375,93.16815185546876,45.118408203125,2.4647879600524902,6.825756072998047,6.778323173522949,18.81999969482422,0.639,29.967849731445312,,0.0,0.0,1.8
20.0,54.93333333333334,,1194.998046875,92.19309997558594,40.90705871582031,2.519115924835205,7.799624919891357,6.716133117675781,18.81999969482422,0.639,29.986400604248047,,0.0,0.0,0.7
22.0,68.53333333333333,215.5,1194.8280029296875,91.32528686523438,40.560768127441406,2.473459005355835,8.674003601074219,6.716794013977051,24.88599967956543,0.846,29.99229049682617,,,,
24.0,67.2,208.0,1194.6180419921875,92.38506317138672,38.79579925537109,2.474289894104004,7.616336822509766,6.700915813446045,24.88599967956543,0.846,30.029340744018555,,,,
26.0,,,1194.85400390625,92.1375503540039,36.85210037231445,2.3392040729522705,7.866402149200439,6.7654218673706055,24.88599967956543,0.846,30.01085090637207,,21.149,4.5,0.0
28.0,108.8,163.0,1194.9169921875,91.94239807128906,37.745750427246094,2.3224809169769287,8.057076454162598,6.767076015472412,24.88599967956543,0.846,30.016939163208008,,,,
30.0,,,1195.0909423828125,92.26107025146484,38.87398910522461,2.300884962081909,7.740433216094971,6.737966060638428,12.119999885559082,0.412,30.01054954528809,,21.354,5.3,0.0
32.0,158.0,219.5,1195.0589599609375,93.13629913330078,37.1090202331543,2.3497989177703857,6.859504222869873,6.757152080535889,12.119999885559082,0.412,30.01691055297852,,,,
34.0,,,1195.1400146484375,94.72073364257812,40.3708610534668,2.315659046173096,5.276573181152344,6.700254917144775,10.300000190734863,0.35,29.99218940734864,,0.006,6.4,
36.0,173.0,216.5,1195.14599609375,96.33487701416016,41.09695816040039,2.360625982284546,3.6654210090637207,6.719771862030029,10.300000190734863,0.35,29.992149353027344,,,,
38.0,,,1195.4139404296875,97.79691314697266,40.88471984863281,2.4009389877319336,2.2021288871765137,6.708856105804443,10.300000190734863,0.35,29.98586082458496,,0.1,13.4,
40.0,176.0,212.0,1195.5670166015625,98.69393157958984,39.1867790222168,2.4254350662231445,1.307086944580078,6.726057052612305,10.300000190734863,0.35,30.004159927368164,,,,
42.0,,,1194.6199951171875,99.57444763183594,39.86819076538086,2.4599199295043945,0.425777405500412,6.70918607711792,10.300000190734863,0.35,29.998210906982425,,0.012,12.2,
44.0,193.3333333333333,216.5,1194.81103515625,99.51441955566406,39.5330696105957,2.4786510467529297,0.4863167107105255,6.725726127624512,10.300000190734863,0.35,29.99626922607422,,,,
46.0,,,1195.366943359375,99.78704833984376,39.689449310302734,2.5,0.2130507975816726,6.743919849395752,7.199999809265137,0.244,30.004409790039062,,0.012,12.8,
48.0,169.66666666666666,212.0,1195.0050048828125,99.88453674316406,41.52145004272461,2.5,0.1185799017548561,6.736310958862305,7.199999809265137,0.244,29.9991397857666,,0.009,9.6,
0.0,0.3459999999999999,,1194.9849853515625,100.0,93.54105377197266,2.5,0.0,6.758185863494873,0.0,0.0,30.211429595947266,,,,
2.0,0.641,,1194.7640380859375,100.0,83.92086029052734,2.5,0.0,6.813433170318604,0.0,0.0,30.0087890625,,,,
4.0,2.543333333333333,,1194.2249755859375,100.0,72.89060974121094,2.5,0.0,6.8387980461120605,0.0,0.0,30.0209903717041,,,,
6.0,6.253333333333334,66.5,1194.821044921875,100.0,48.669551849365234,2.5,0.0,6.7870259284973145,0.0,0.0,30.07024002075196,,,,
8.0,21.73333333333333,,1195.1400146484375,99.50023651123048,37.95769882202149,2.5,0.5023689270019531,6.8881378173828125,7.704248905181885,0.261,29.97784996032715,,0.0,0.7,18.0
10.0,32.1,,1195.092041015625,100.0,45.00796127319336,2.495078086853028,0.0,6.757143974304199,11.37110996246338,0.386,30.02725982666016,,0.0,0.0,17.3
12.0,43.46666666666667,,1195.1639404296875,99.00422668457033,40.27745819091797,2.4959490299224854,0.9965590834617616,6.702591896057129,17.145780563354492,0.583,30.00871086120605,,0.0,0.0,14.5
14.0,46.9,,1195.1099853515625,96.5806121826172,43.62065124511719,2.4800000190734863,3.414833068847656,6.8196868896484375,29.3784408569336,0.998,29.940980911254883,,4.55,6.1,11.4
16.0,54.46666666666667,,1194.73095703125,89.71449279785156,47.53240966796875,2.470613956451416,10.275970458984377,6.701550006866455,20.584999084472656,0.699,30.064180374145508,,0.802,10.0,8.5
18.0,62.2,,1194.93701171875,96.21208190917967,39.50421142578125,2.4800000190734863,3.788646936416626,6.714753150939941,22.1299991607666,0.752,30.06402015686035,,0.0,0.0,7.0
20.0,45.46666666666667,,1194.4310302734375,96.46150207519533,46.14509963989258,2.4800000190734863,3.5160329341888428,6.774168968200684,22.1299991607666,0.752,29.996559143066406,,0.0,0.0,2.7
22.0,50.3,219.0,1194.498046875,92.79947662353516,49.78395080566406,2.4600000381469727,7.182606220245361,6.721354961395264,29.270000457763672,0.995,29.971649169921875,,,,
24.0,50.66666666666666,220.0,1195.009033203125,93.16403198242188,49.1244010925293,2.4487500190734863,6.824565887451172,6.717879772186279,29.270000457763672,0.995,29.971689224243164,,,,
26.0,,,1194.550048828125,92.35635375976562,38.95838165283203,2.4400010108947754,7.645061016082764,6.702939987182617,29.270000457763672,0.995,29.996469497680664,,14.23,4.7,4.2
28.0,86.4,222.5,1194.9420166015625,92.2678680419922,38.367069244384766,2.420088052749634,7.730759143829346,6.741159915924072,29.270000457763672,0.995,29.996660232543945,,,,
30.0,,,1195.0799560546875,93.755126953125,39.93632125854492,2.4398269653320312,6.224480152130127,6.715795993804932,14.300000190734863,0.486,29.990190505981445,,8.5,4.6,
32.0,151.0,225.0,1195.2850341796875,95.42771911621094,38.412559509277344,2.4400010108947754,4.573123931884766,6.7647881507873535,14.300000190734863,0.486,29.983970642089844,,,,
34.0,,,1194.7469482421875,96.66111755371094,40.368431091308594,2.4350368976593018,3.338421106338501,6.705371856689453,14.300000190734863,0.486,30.00259017944336,,0.012,0.0,
36.0,165.0,229.5,1194.3890380859375,97.67536926269533,40.52762985229492,2.4457390308380127,2.3239669799804688,6.708150863647461,14.300000190734863,0.486,30.008649826049805,,,,
38.0,,,1194.9410400390625,99.04737091064452,38.8901481628418,2.4402310848236084,0.9608420729637146,6.746025085449219,14.300000190734863,0.486,29.990089416503903,,0.011,0.0,
40.0,167.0,219.0,1195.0909423828125,98.98052978515624,40.30020904541016,2.4401540756225586,1.0179630517959597,6.727610111236572,14.300000190734863,0.486,30.0025691986084,,,,
42.0,,,1194.95703125,99.38443756103516,39.79986953735352,2.455034017562866,0.6157264709472656,6.703981876373291,14.300000190734863,0.486,30.008750915527344,,0.0128,0.0,
44.0,169.0,235.0,1195.10302734375,99.51937866210938,40.48215103149414,2.4399969577789307,0.480129212141037,6.721007823944092,14.300000190734863,0.486,30.00884056091309,,,,
46.0,,,1194.718017578125,100.0,45.69025039672852,2.5,0.0,6.838449954986572,10.0,0.34,29.996309280395508,,0.009,0.0,
